Station code,Name of the station,srcYear,srcStateName,Minimum temperature for river water,Maximum temperature for river water,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in river water,Maximum potential of Hydrogen value in river water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum of Nitrate N + Nitrite N required for river water,Maximum of Nitrate N + Nitrite N required for river water,Minimum of Faecal Coliforms required for river water,Maximum  of Faecal Coliforms required for river water,Minimum coliform required for river water,Maximum coliform required for river water,YearCode,Year
1353,"GOMTI AT JAUNPUR D/S, U.P.",2013,UTTAR PRADESH,21,24.5,6.7,8.4,7.6,8.6,272,303,3.2,4.2,0,0,8000,13000,13000,21000,2013,"Calendar Year (Jan - Dec), 2013"
1072,"GOMTI AT VARANASI, U.P",2013,UTTAR PRADESH,22,24,6.8,8.5,7.3,8.5,276,285,2.6,3.2,0,0,8000,14000,13000,17000,2013,"Calendar Year (Jan - Dec), 2013"
2491,"RAPTI AT RAJGHAT, GORAKHPUR",2013,UTTAR PRADESH,13,27,7,7.8,7.9,8.2,396,538,3,3.6,0.31,1.5,140,300,300,640,2013,"Calendar Year (Jan - Dec), 2013"
1363,"RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.",2013,UTTAR PRADESH,13,29,7.2,7.9,8.1,8.2,344,496,2.7,3,0.26,1.56,100,160,220,380,2013,"Calendar Year (Jan - Dec), 2013"
1354,"SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.",2013,UTTAR PRADESH,13,22,8.2,10.3,7.6,7.7,128,248,2.3,3.1,0.7,1.02,3300,4300,6100,7200,2013,"Calendar Year (Jan - Dec), 2013"
1355,"GHAGHARA AT DEORIA D/S, U.P.",2013,UTTAR PRADESH,14,28,7.3,7.9,8.1,8.2,410,582,2.5,3.3,0.29,1.25,100,220,220,460,2013,"Calendar Year (Jan - Dec), 2013"
2399,SUBARNAREKHA AT CHANDIL DAM,2013,JHARKHAND,,,,,7.2,7.6,180,203,0.2,0.8,0,0,,,,,2013,"Calendar Year (Jan - Dec), 2013"
2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",2013,UTTAR PRADESH,12,27,7.3,7.8,7.9,8.2,428,582,2.8,3.6,0.4,1.65,140,300,296,620,2013,"Calendar Year (Jan - Dec), 2013"
1076,"GHAGHARA NEAR CHAPRA, BIHAR",2013,BIHAR,13,33,7.3,9.2,7.6,8.3,235,432,2,2.9,0,0,500,1300,1300,2400,2013,"Calendar Year (Jan - Dec), 2013"
1359,"RIHAND AT RENUKUT U/S, U.P.",2013,UTTAR PRADESH,19.5,30.5,7,7.8,8,8.3,210,318,2.2,2.4,1,1,790,1700,2200,3400,2013,"Calendar Year (Jan - Dec), 2013"
1360,"RIHAND AT RENUKUT D/S, U.P.",2013,UTTAR PRADESH,19.8,30.2,2.2,8.2,7.1,8.3,190,298,2,2.3,0.94,1,1100,2200,2500,3400,2013,"Calendar Year (Jan - Dec), 2013"
1075,"SONE AT KOELWAR, BIHAR",2013,BIHAR,17,35,7.3,8.7,7.6,8.2,158,288,2.1,2.6,0,0,500,700,1100,1400,2013,"Calendar Year (Jan - Dec), 2013"
3121,SONE RIVER NEAR BANZARI,2013,BIHAR,10,31,7.4,9.1,7.2,8.2,153,264,2,2.4,0,0,500,900,1100,3500,2013,"Calendar Year (Jan - Dec), 2013"
3127,SONE RIVER AT BAHIYARA,2013,BIHAR,17,35,7.5,8.8,7.6,8.2,152,268,2,2.4,0,0,300,800,800,1700,2013,"Calendar Year (Jan - Dec), 2013"
3128,SONE RIVER AT NASIRIGANJ DAM,2013,BIHAR,10,32,7.2,9,7.8,8.3,158,275,2,2.3,0,0,700,1100,1400,2800,2013,"Calendar Year (Jan - Dec), 2013"
1078,"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.),BIHAR",2013,BIHAR,12,34,7.2,9,7.5,8.4,228,339,1.8,2.3,0,0,500,800,1100,2800,2013,"Calendar Year (Jan - Dec), 2013"
2568,"GANDAK AT REWAGHAT, MUJAFFARPUR",2013,BIHAR,10,34,7.7,9,7.8,8.3,210,312,2,2.3,0,0,500,800,1100,2800,2013,"Calendar Year (Jan - Dec), 2013"
2570,GANDAK ATSAMASTIPUR ROAD BRIDGE,2013,BIHAR,10,31,7,8.4,7.8,8.2,248,519,2.2,2.4,0,0,700,800,1700,2800,2013,"Calendar Year (Jan - Dec), 2013"
3124,GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH),2013,BIHAR,17,31,7.8,8.3,7.8,8.3,310,544,2.3,2.5,0,0,700,800,1700,2400,2013,"Calendar Year (Jan - Dec), 2013"
3125,GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),2013,BIHAR,11,33,7.7,9.4,7.8,8.2,230,345,2,2.4,0,0,500,1300,1300,2400,2013,"Calendar Year (Jan - Dec), 2013"
2575,"SIKRAHNA RIVER AT LAL PARSE, BITTIAH",2013,BIHAR,12,30,7,8,7.5,7.9,298,461,2.3,2.6,0,0,800,1300,2200,2800,2013,"Calendar Year (Jan - Dec), 2013"
1820,SIKRANA AT CHANPATIYA,2013,BIHAR,20,31,6,7.9,6.8,7.8,310,838,2.3,2.8,0,0,800,1300,2400,3000,2013,"Calendar Year (Jan - Dec), 2013"
3134,SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,2013,BIHAR,11,32,4.8,8,6.3,7.8,336,877,2.4,15,0,0,800,9000,2200,16000,2013,"Calendar Year (Jan - Dec), 2013"
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",2013,BIHAR,18,31,7.1,8,8,8.2,365,536,2.4,2.6,0,0,900,1300,2200,3000,2013,"Calendar Year (Jan - Dec), 2013"
2558,HARBORA RIVER AT NARKATIAGANJ,2013,BIHAR,18,33,3.2,7.5,6.6,7.8,343,655,2.6,7,0,0,1100,9000,3000,16000,2013,"Calendar Year (Jan - Dec), 2013"
3126,U/S HARBORA RIVER,2013,BIHAR,18,32,7,8,6.9,8.1,310,935,1.8,2.5,0,0,500,800,1100,1700,2013,"Calendar Year (Jan - Dec), 2013"
2567,KAMALA RIVER AT BENIPATTI (MADHUBANI),2013,BIHAR,12,31,7.2,8.2,8.2,8.2,285,399,2.1,2.4,0,0,500,700,1100,1400,2013,"Calendar Year (Jan - Dec), 2013"
2569,KAMALA RIVER AT DARBHANGA,2013,BIHAR,11,32,7.2,8.2,7.3,8.4,158,903,2.4,2.6,0,0,800,1100,2200,2200,2013,"Calendar Year (Jan - Dec), 2013"
3133,KAMALA RIVER AT JAYNAGAR,2013,BIHAR,12,31,7.8,8.6,7.2,8.3,331,562,2,2.3,0,0,500,500,1100,1300,2013,"Calendar Year (Jan - Dec), 2013"
2563,"MANUSMAR RIVER AT RIGA, SITAMARHI",2013,BIHAR,20,33.4,3.4,7.6,2.9,8.1,320,483,2.6,5.5,0,0,1100,5000,3000,16000,2013,"Calendar Year (Jan - Dec), 2013"
2565,KOSHI RIVER AT KURSHELA AT KATIHAR,2013,BIHAR,14,32,5.6,7.9,7.6,7.8,148,156,2.1,2.4,0,0,800,1300,1700,3000,2013,"Calendar Year (Jan - Dec), 2013"
2566,KOSHI RIVER AT MADHEPURA,2013,BIHAR,15,28,5.7,7.9,7.5,7.8,138,220,2.2,2.4,0,0,500,1100,1300,2400,2013,"Calendar Year (Jan - Dec), 2013"
3137,KOSHI RIVER AT BEERPUR,2013,BIHAR,16,30,5.9,7.8,7.5,7.8,138,228,2.2,2.5,0,0,700,1100,1700,2400,2013,"Calendar Year (Jan - Dec), 2013"
1821,DAHA AT SIWAM,2013,BIHAR,17,36,7,8.4,7.5,8.3,288,532,2.2,2.8,0,0,700,3000,1700,5000,2013,"Calendar Year (Jan - Dec), 2013"
2560,D/S DAHA RIVER AT SASAMUSA,2013,BIHAR,13,34,2.8,7.6,6.6,7.9,295,695,2.7,7,0,0,1100,9000,3000,24000,2013,"Calendar Year (Jan - Dec), 2013"
2561,"DAHA RIVER AT ITWA BRIDGE, SIWAN",2013,BIHAR,10,33,3.8,8.8,7.3,7.9,268,535,2.3,5,0,0,500,2400,1300,5000,2013,"Calendar Year (Jan - Dec), 2013"
3129,DAHA RIVER AT MEERGANJ,2013,BIHAR,12,35,7.1,9.4,7.7,8.3,274,574,2,9.4,0,0,500,2400,1100,5000,2013,"Calendar Year (Jan - Dec), 2013"
1823,DHOUS AT MADHUBANI,2013,BIHAR,16,31,7,7.8,7.8,7.9,270,315,2.7,3,0,0,1100,9000,3000,24000,2013,"Calendar Year (Jan - Dec), 2013"
1824,FARMAR AT JOGBANI,2013,BIHAR,16,30,6.1,7.6,7.5,7.6,278,290,2.5,2.8,0,0,1100,2200,2400,5000,2013,"Calendar Year (Jan - Dec), 2013"
2559,RAM REKHA RIVER AT HARINAGAR,2013,BIHAR,18,31,3.8,7.3,6.5,8.1,380,679,2.7,5,0,0,1300,9000,5000,16000,2013,"Calendar Year (Jan - Dec), 2013"
3130,RAM REKHA RIVER AT U/S HARINAGAR,2013,BIHAR,18,30,6.7,8,7.1,7.9,312,515,2,2.7,0,0,500,900,1300,2200,2013,"Calendar Year (Jan - Dec), 2013"
1822,SIRSA AT RUXOL,2013,BIHAR,19,30,3,6,7.1,8.1,368,751,2.9,5,0,0,3000,9000,16000,24000,2013,"Calendar Year (Jan - Dec), 2013"
3136,SIRSIA RIVER D/S RAXAUL (KOERIA TOLA),2013,BIHAR,19,30.5,3.2,6.2,7.2,8.1,366,768,2.9,5.8,0,0,2400,9000,16000,16000,2013,"Calendar Year (Jan - Dec), 2013"
3132,BAGMATI RIVER AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE,2013,BIHAR,18,32,7.6,8.5,7.5,8.1,283,496,2.2,2.4,0,0,500,800,1100,1700,2013,"Calendar Year (Jan - Dec), 2013"
3135,BAGMATI RIVER AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,2013,BIHAR,12,31,7.2,8.4,7.3,8.3,229,379,2.1,2.3,0,0,500,700,1100,1700,2013,"Calendar Year (Jan - Dec), 2013"
3131,U/S MANUSMAR RIVER (RIGA),2013,BIHAR,20,34,7,9.4,7.6,8.5,294,469,1.4,2.7,0,0,500,1100,1100,2200,2013,"Calendar Year (Jan - Dec), 2013"
3119,PUNPUN RIVER NEAR PUNPUN RAIL BRIDGE,2013,BIHAR,10,31,7,8,7.6,8.6,192,392,2,2.6,0,0,500,1300,1300,3000,2013,"Calendar Year (Jan - Dec), 2013"
3120,PUNPUN RIVER NEAR KINZER ROAD BRIDGE,2013,BIHAR,10,30,7.1,8.2,7.8,8.6,196,444,2,2.5,0,0,500,800,1100,2200,2013,"Calendar Year (Jan - Dec), 2013"
1221,"SABARMATI AT KHEROJ BRIDGE, GUJARAT",2013,GUJARAT,25,28,7.2,8.4,7.3,8.4,285,889,1.8,8,0.261,1.89,17,70,21,120,2013,"Calendar Year (Jan - Dec), 2013"
1331,"DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER),WEST BENGAL",2013,WEST BENGAL,18,34,6.8,11.9,7.2,8.1,167,553,1,4.8,0.171,0.36,200,90000,400,160000,2013,"Calendar Year (Jan - Dec), 2013"
1332,"DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE, WEST BENGAL",2013,WEST BENGAL,21,34,5.7,10.8,7.2,8.5,225,345,1,2.7,0.158,0.54,200,22000,400,50000,2013,"Calendar Year (Jan - Dec), 2013"
1333,"DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH, WEST BENGAL",2013,WEST BENGAL,21,34,6,11.5,7.2,8.5,237,368,1.4,4.2,0.189,0.52,200,2600,400,160000,2013,"Calendar Year (Jan - Dec), 2013"
1334,"DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH, WEST BENGAL",2013,WEST BENGAL,21,33,5.7,9.4,7.4,8.7,295,664,3.1,15.5,2.364,3.56,3,90000,2200,160000,2013,"Calendar Year (Jan - Dec), 2013"
1335,"DAMODAR AT HOOGHLY, DURGACHAK, NEAR PATHIKALI, WEST BENGAL",2013,WEST BENGAL,19,32,4.6,8.6,6.4,8.4,278,13480,1.4,3.9,0.16,1.02,20000,400000,35000,2500000,2013,"Calendar Year (Jan - Dec), 2013"
2527,DAMODAR AT WATER INTAKE POINT FOR BURDWAN TOWN,2013,WEST BENGAL,20.5,33,6.7,11,7.4,8.7,189,384,2.2,5.4,0.245,0.48,200,9000,800,160000,2013,"Calendar Year (Jan - Dec), 2013"
1336,"BARAKAR AT ASANSOL (WATER INTAKE POINT), WEST BENGAL",2013,WEST BENGAL,21,34,5.2,11.8,7.4,8.5,153,276,1.6,5.2,0.201,0.23,200,30000,900,160000,2013,"Calendar Year (Jan - Dec), 2013"
2509,"D/S OF RUPNARAYAN AT KOLAGHAT, NEAR KOLAGHAT RAIL BRIDGE NO.3",2013,WEST BENGAL,19,32,4.3,9.6,6.6,8.4,164,2220,1,4.3,0.26,0.38,2000,90000,8000,280000,2013,"Calendar Year (Jan - Dec), 2013"
1337,"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL",2013,WEST BENGAL,18,32,4.9,8.6,6,8.4,226,3570,0.5,2.6,0.28,1.05,4000,50000,7000,170000,2013,"Calendar Year (Jan - Dec), 2013"
2541,WATER INTAKE POINT FOR BANKURA TOWN ON RIVER DWARAKESHWAR,2013,WEST BENGAL,18,33.5,6,10,7.5,8.3,216,523,0.7,3.5,0.208,0.56,200,17000,400,22000,2013,"Calendar Year (Jan - Dec), 2013"
2531,U/S OF TARAPITH ON RIVER DWARKA AT SADHAK BAMDEB GHAT,2013,WEST BENGAL,21,35.5,2.5,15.5,7.1,8,118,1030,1.8,14.7,0.169,1.18,400,90000,1100,160000,2013,"Calendar Year (Jan - Dec), 2013"
2532,"D/S OF TARAPITH ON RIVER DWARKA, SATIGHAT",2013,WEST BENGAL,21,35.5,5,19,7.2,8.1,115,907,1.3,18.2,0.176,2.36,400,30000,1400,160000,2013,"Calendar Year (Jan - Dec), 2013"
2508,"D/S OF SILABATI AT GHATAL,",2013,WEST BENGAL,18,35,3.9,8.9,6.4,8.4,104,478,0.6,3,0.2,1.98,2000,110000,4000,170000,2013,"Calendar Year (Jan - Dec), 2013"
2514,"JALANGI, D/S OF KRISHNA NAGAR",2013,WEST BENGAL,19,33,5,10.1,7.2,8,240,526,2.6,7.3,0.26,1.02,1700,300000,2200,500000,2013,"Calendar Year (Jan - Dec), 2013"
1764,"CHURNI D/S OF SANTIPUR TOWN, WEST BENGAL",2013,WEST BENGAL,19,32,1.8,7.2,7.2,7.8,239,652,3.1,16.1,0.66,1,13000,900000,17000,1600000,2013,"Calendar Year (Jan - Dec), 2013"
2518,"CHURNI, MAJHADIA",2013,WEST BENGAL,21,35,1.1,7.6,7,7.8,235,612,2.7,38,0.4,1.56,2000,1300000,4000,1700000,2013,"Calendar Year (Jan - Dec), 2013"
2517,"MATHA BHANGA, GOBINDAPUR",2013,WEST BENGAL,21,35,0.4,6.3,6.9,7.8,239,686,2.9,96.4,0.66,2.36,13000,5000000,17000,9000000,2013,"Calendar Year (Jan - Dec), 2013"
2534,WATER INTAKE POINT FOR SURI TOWN ON RIVER MAYURAKSHI,2013,WEST BENGAL,20.5,34.5,4.8,9.5,6.8,8.4,103,184,1,2.6,0.119,2.33,200,3000,400,17000,2013,"Calendar Year (Jan - Dec), 2013"
2507,"D/S OF KANSI AT MIDNAPORE, NEAR NEW HANUMAN MANDIR, GANDHIGHAT",2013,WEST BENGAL,20,35,7.2,11.1,7,8.3,84,242,1.4,2.8,0.04,0.45,2000,80000,4000,300000,2013,"Calendar Year (Jan - Dec), 2013"
1946,MAHANANDA AT SILIGURI,2013,WEST BENGAL,19,30,6.8,8.8,6.9,8.8,127,244,2.4,6.5,0.16,1.03,1400,17000,6000,50000,2013,"Calendar Year (Jan - Dec), 2013"
2525,"MAHANANDA D/S, RAMGHAT",2013,WEST BENGAL,18,32,5.2,6.9,7.1,8.5,126,407,2.8,5.1,0.6,4.59,20000,140000,110000,1100000,2013,"Calendar Year (Jan - Dec), 2013"
2572,"MAHANANDA AT THAKURGANJ, KISHANGANJ ROAD BRIDGE",2013,BIHAR,14,30,6,7.6,7.5,7.8,264,280,2,2.4,0,0,500,800,1400,2400,2013,"Calendar Year (Jan - Dec), 2013"
2549,U/S OF VINDYADHARI RIVER AT HAROA BRIDGE,2013,WEST BENGAL,20,34,0.4,4.6,7.3,8.1,421,8960,5.1,36.6,0.7,7.8,22000,500000,34000,900000,2013,"Calendar Year (Jan - Dec), 2013"
2550,D/S OF VINDYADHARI RIVER AT MALANCHA BURNING GHAT,2013,WEST BENGAL,20,35,0.9,5.4,7.4,7.8,679,32800,1.4,15.8,0.03,3.56,8000,500000,11000,900000,2013,"Calendar Year (Jan - Dec), 2013"
1260,"BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG & DIHANG),ASSAM",2013,ASSAM,18,26,5.2,10,6.8,8.4,103,247,0.9,2.6,0.1,1.09,360,1500,360,4400,2013,"Calendar Year (Jan - Dec), 2013"
1030,"BRAHAMPUTRA AT DIBRUGARH, ASSAM",2013,ASSAM,19,30,6.1,10.2,6.8,7.7,20,240,1.2,3.6,0.2,1.33,360,1500,360,9300,2013,"Calendar Year (Jan - Dec), 2013"
1262,"BRAHAMPUTRA AT NIMATIGHAT, ASSAM",2013,ASSAM,18,27,5.6,7.9,6.6,7.5,108,350,0.7,2.4,0.25,2.33,360,360,360,2800,2013,"Calendar Year (Jan - Dec), 2013"
1526,"BRAHMPUTRA RIVER AT DHENUKHAPAHAR, ASSAM",2013,ASSAM,17,29,7.1,8.9,6.5,8.5,93,317,1.4,4.1,0.23,2.06,,,45,45,2013,"Calendar Year (Jan - Dec), 2013"
1031,"BRAHAMPUTRA AT PANDU, ASSAM",2013,ASSAM,16,30,6.8,9.5,6.8,8.2,142,290,0.6,2.2,0.2,1.09,300,730,300,2000,2013,"Calendar Year (Jan - Dec), 2013"
1299,"BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM",2013,ASSAM,19,31,4.6,7.2,6,7.9,135,322,0.7,2.4,0.18,1.56,360,1500,360,4300,2013,"Calendar Year (Jan - Dec), 2013"
2069,"BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM",2013,ASSAM,20,29,6.2,7.8,6.8,7.8,128,203,1,2.8,0.21,2.3,300,910,730,24000,2013,"Calendar Year (Jan - Dec), 2013"
2064,"BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI",2013,ASSAM,20,30,6.4,8.2,7.2,7.5,122,502,1.1,1.9,0.1,2.06,360,1100,730,3600,2013,"Calendar Year (Jan - Dec), 2013"
3573,D/S OF KUSHALANAGAR TOWN,2018,KARNATAKA,17,28,6,7.4,6.8,8.2,58,200,1,2,0.05,0.84,60,170,310,940,2018,"Calendar Year (Jan - Dec), 2018"
2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",2013,ASSAM,22,31,5.6,10.3,6.9,8.4,148,275,1.1,1.9,0.21,0.96,1500,1500,730,4300,2013,"Calendar Year (Jan - Dec), 2013"
2066,BRAHMAPUTRA RIVER AT DHUBRI,2013,ASSAM,20,30,5.1,7,6.7,7.5,83,176,0.8,1.4,0.14,0.56,730,2800,300,4300,2013,"Calendar Year (Jan - Dec), 2013"
1799,"DHANSIRI AT TOWN BOUNDARY BRIDGE (DIPHU ROAD), NAGALAND",2013,NAGALAND,16,27.3,1.6,2.4,7,7.5,200,209,11,15,0.8,1.65,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1797,"DHANSIRI AT BRIDGE NEAR PURANA BAZAAR, NAGALAND",2013,NAGALAND,19,26.8,2.3,2.6,7.5,8,275,319,17,19,0.8,2.89,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1800,"DHANSIRI AT NUTON BASTI, NAGALAND",2013,NAGALAND,18,26.1,0.5,0.6,7,7.5,244,377,18,31,1.6,3.4,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1798,"DHANSIRI NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD), NAGALAND",2013,NAGALAND,21,27.2,1.8,3.1,7.5,7.5,241,338,6,18,0.6,2.23,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1259,"DHANSIRI AT GOLAGHAT, ASSAM",2013,ASSAM,22,32,6.8,9.5,7,7.5,119,229,1.6,2.4,0.21,1.22,2100,2100,300,9300,2013,"Calendar Year (Jan - Dec), 2013"
1928,"DHANSIRI AT NAGALAND-ASSAM BORDER, DIMAPUR",2013,NAGALAND,20,25.5,1.5,2.3,7.5,7.5,254,425,10,18,1,1.55,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1930,DZU D/S KOHIMA TOWN,2013,NAGALAND,16,21.1,2,2.5,7.5,8.5,438,575,4,20,4,8.9,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1929,"CHATHE AT MEDZIPHEMA, DIMAPUR",2013,NAGALAND,21,31.7,1.7,2.3,8.5,9,129,169,7,22,1,2,,,,,2013,"Calendar Year (Jan - Dec), 2013"
1261,"SUBANSIRI AT GEREKAMUKH,ASSAM,(BEFORE CONFL. WITH BRAH.),ASSAM",2013,ASSAM,18,25,8.4,9.5,6.3,7.1,57,91,0.7,2.9,0.2,1.22,360,360,360,2000,2013,"Calendar Year (Jan - Dec), 2013"
2061,KHARSANG BEFORE CONFLUENCE WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),2013,ASSAM,18,24,5.8,11,6.2,7,115,203,0.9,2.2,0.23,3.23,,,0,360,2013,"Calendar Year (Jan - Dec), 2013"
1422,"BURHIDIHING AT MARGHERITA, ASSAM",2013,ASSAM,20,25,6.3,8.8,7.1,7.6,118,308,0.8,2.7,0.16,1.99,910,910,730,2300,2013,"Calendar Year (Jan - Dec), 2013"
2062,"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA",2013,ASSAM,19,25,6.8,8.2,6.8,7.4,106,191,1.4,4.1,0.25,2,,,730,2100,2013,"Calendar Year (Jan - Dec), 2013"
2230,BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),2013,ASSAM,19,25,6.5,8.3,7,7.5,114,193,0.9,2.7,0.11,2.66,,,910,1400,2013,"Calendar Year (Jan - Dec), 2013"
2065,"PAGLDIA RIVER NEAR NALBARI TOWN, DIST. NALBARI, ASSAM",2013,ASSAM,20,31,7.3,9,7.3,8.2,242,362,0.9,2.2,0.19,1.05,,,360,2800,2013,"Calendar Year (Jan - Dec), 2013"
1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM",2013,ASSAM,20,26,5.7,8.7,6.3,7.3,80,371,1.4,4.3,0.12,5.6,300,360,720,1500,2013,"Calendar Year (Jan - Dec), 2013"
2063,"JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR",2013,ASSAM,20,28,8,9.1,6.6,7.1,66,98,1.1,4.5,0.1,2.33,360,360,360,910,2013,"Calendar Year (Jan - Dec), 2013"
2237,"KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON",2013,ASSAM,19,35,3.4,10.1,6.2,7.2,59,283,1,3.2,0.18,1.39,300,300,720,1500,2013,"Calendar Year (Jan - Dec), 2013"
2059,KOLONG RIVER AT MARIGAON,2013,ASSAM,22,36,7.7,10.3,6.8,7.7,42,135,1.1,2.3,0.11,0.33,730,730,910,2300,2013,"Calendar Year (Jan - Dec), 2013"
2060,"MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT",2013,ASSAM,21,30,6,6.7,7.6,7.9,433,801,1.6,2.8,0.17,1.66,,,300,910,2013,"Calendar Year (Jan - Dec), 2013"
2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM",2013,ASSAM,20,27,6.3,10.8,6.2,7.1,101,169,0.6,3,0.15,0.32,360,2000,360,21000,2013,"Calendar Year (Jan - Dec), 2013"
1298,"DISANG AT GUNDAMGHAT, ASSAM",2013,ASSAM,20,28,4.6,6.7,6.2,7,23,261,2.2,4.2,0.19,1.66,1500,1500,1500,3500,2013,"Calendar Year (Jan - Dec), 2013"
1258,"JHANJI AT N.H. CROSSING JORHAT, ASSAM",2013,ASSAM,19,28,5.4,7.6,6.9,7.4,56,155,1.6,2.7,0.11,1.33,,,730,1500,2013,"Calendar Year (Jan - Dec), 2013"
1527,"BHOGDOI RIVER AT JORHAT ,ASSAM",2013,ASSAM,19,27,6,7.5,6.6,7.3,74,172,1.2,3.7,0.18,1.02,360,910,700,2700,2013,"Calendar Year (Jan - Dec), 2013"
1531,"MORA BHARALI AT TEZPUR, ASSAM",2013,ASSAM,20,28,7,7.4,6.9,8.3,96,355,2.4,2.9,0.16,1.45,360,730,730,2000,2013,"Calendar Year (Jan - Dec), 2013"
1423,"BORAK AT PANCHAGRAM , ASSAM",2013,ASSAM,14,22,6.2,6.8,6.7,7.4,60,195,1.1,2.3,0.19,2.3,300,360,1100,1500,2013,"Calendar Year (Jan - Dec), 2013"
1528,BHARALU RIVER AT GUWAHATI,2013,ASSAM,19,32,0,0.7,6.8,7.6,730,960,42,50,0.18,15.6,730,730,360,9300,2013,"Calendar Year (Jan - Dec), 2013"
1529,"DEEPAR BILL, ASSAM*",2013,ASSAM,19,30,4.4,9.5,6.7,7.9,195,256,3.6,4.6,0.16,2.02,1100,2800,2000,240000,2013,"Calendar Year (Jan - Dec), 2013"
2068,"U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM",2013,ASSAM,16,24,6.1,6.8,6.6,7.3,60,215,0.7,2.3,0.12,2.36,360,1100,730,5300,2013,"Calendar Year (Jan - Dec), 2013"
1947,TEESTA AT SILIGURI,2013,WEST BENGAL,4,26,7.5,8.8,7.2,8.3,25,117,1.4,5.3,0.09,1.66,200,24000,1400,50000,2013,"Calendar Year (Jan - Dec), 2013"
2229,"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.",2013,ASSAM,17.6,25,6.3,10,6.9,7.4,107,368,1.2,2.5,0.11,2.33,720,720,300,2000,2013,"Calendar Year (Jan - Dec), 2013"
2231,DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR,2013,ASSAM,18,26,4.5,7.4,6.4,7.5,103,225,0.9,2.6,0.17,1.25,1100,1100,1500,3500,2013,"Calendar Year (Jan - Dec), 2013"
2232,"KOHORA RIVER AT N.H. CROSSING, KOHORA",2013,ASSAM,24,32,6.7,11.1,6.5,7.2,30,50,0.9,2.9,0.11,2.23,360,360,700,2100,2013,"Calendar Year (Jan - Dec), 2013"
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",2013,ASSAM,22,29,7.6,8.2,6.5,7.6,72,107,1.1,3,0.13,3.66,,,300,910,2013,"Calendar Year (Jan - Dec), 2013"
2234,RANGA NADI D/S OF HYDEL PROJECT,2013,ASSAM,20,28,7.5,8.3,6.6,7,78,102,1,3.2,0.11,0.93,,,300,2700,2013,"Calendar Year (Jan - Dec), 2013"
2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON",2013,ASSAM,18,32,7.1,10,6,7.3,69,145,0.8,1.7,0.13,1.45,,,360,360,2013,"Calendar Year (Jan - Dec), 2013"
