srcStateName,City,Year,StateCode,StateName,IntermediateRatio
Telangana,Zahirabad,2021,36,TELANGANA,1
Uttar Pradesh,Jarwal,2021,9,UTTAR PRADESH,1
Maharashtra,Kannad,2021,27,MAHARASHTRA,1
Maharashtra,Kolawade,2021,27,MAHARASHTRA,1
Uttar Pradesh,Erich,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Jupudi,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Puzhal,2021,33,TAMIL NADU,1
Uttar Pradesh,Banki,2021,9,UTTAR PRADESH,1
Maharashtra,Parli,2021,27,MAHARASHTRA,1
Maharashtra,Sinnar,2021,27,MAHARASHTRA,1
Tamil Nadu,Elathur,2021,33,TAMIL NADU,1
Andhra Pradesh,Morampudi / Satellite City,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Rasulabad,2021,9,UTTAR PRADESH,1
Jharkhand,Lalpur,2021,20,JHARKHAND,1
Tamil Nadu,Peranamallur,2021,33,TAMIL NADU,1
Kerala,Kalpetta,2021,32,KERALA,1
Andhra Pradesh,Akkarampalle,2021,28,ANDHRA PRADESH,1
Maharashtra,Talegaon Dhamdhere,2021,27,MAHARASHTRA,1
Uttar Pradesh,Raja Ka Rampur,2021,9,UTTAR PRADESH,1
West Bengal,Nabadwip,2021,19,WEST BENGAL,1
Andhra Pradesh,G.Mamidada,2021,28,ANDHRA PRADESH,1
Maharashtra,Jawhar,2021,27,MAHARASHTRA,1
Maharashtra,Taleranwadi,2021,27,MAHARASHTRA,1
Uttar Pradesh,Jalesar,2021,9,UTTAR PRADESH,1
Rajasthan,Sri Madhopur,2021,8,RAJASTHAN,1
West Bengal,Jiaganj-Azimganj,2021,19,WEST BENGAL,1
Tamil Nadu,Cholapuram,2021,33,TAMIL NADU,1
Odisha,Padmapur,2021,21,ODISHA,1
Uttar Pradesh,Bansgaon,2021,9,UTTAR PRADESH,1
Goa,Mormugao,2021,30,GOA,1
Andhra Pradesh,Sekuru,2021,28,ANDHRA PRADESH,1
Uttarakhand,Bhikiyasain,2021,5,UTTARAKHAND,1
Tamil Nadu,Puthalam,2021,33,TAMIL NADU,1
Tamil Nadu,Manimutharu,2021,33,TAMIL NADU,1
Haryana,Rania,2021,6,HARYANA,1
Andhra Pradesh,Ranastalam,2021,28,ANDHRA PRADESH,1
Gujarat,Balvantpura,2021,24,GUJARAT,1
Karnataka,Rabkavi Banhatti,2021,29,KARNATAKA,1
Madhya Pradesh,Dabra,2021,23,MADHYA PRADESH,1
Rajasthan,Mundwa,2021,8,RAJASTHAN,1
Uttar Pradesh,Bhadohi,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Badagaon,2021,23,MADHYA PRADESH,1
Telangana,Shamshabad,2021,36,TELANGANA,1
Tamil Nadu,Oddanchatram,2021,33,TAMIL NADU,1
Tamil Nadu,Ananthapuram,2021,33,TAMIL NADU,1
West Bengal,Bankura,2021,19,WEST BENGAL,1
Tamil Nadu,Nariambakkam,2021,33,TAMIL NADU,1
Gujarat,Chamaraj,2021,24,GUJARAT,1
Uttar Pradesh,Koeripur,2021,9,UTTAR PRADESH,1
Tamil Nadu,Papanasam,2021,33,TAMIL NADU,1
Gujarat,Thorala,2021,24,GUJARAT,1
Tamil Nadu,Sankarankoil,2021,33,TAMIL NADU,1
Andhra Pradesh,Arsavilli(Rural),2021,28,ANDHRA PRADESH,1
Kerala,Eloor,2021,32,KERALA,1
Himachal Pradesh,Naswal,2021,2,HIMACHAL PRADESH,1
Bihar,Mehsi,2021,10,BIHAR,1
Uttar Pradesh,Nizamabad,2021,9,UTTAR PRADESH,1
Maharashtra,Kadamwakvasti,2021,27,MAHARASHTRA,1
Maharashtra,Jaipur,2021,27,MAHARASHTRA,1
Uttar Pradesh,Karhal,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Chandia,2021,23,MADHYA PRADESH,1
Gujarat,Magdalla,2021,24,GUJARAT,1
Maharashtra,Medha,2021,27,MAHARASHTRA,1
Tamil Nadu,Kappiyarai,2021,33,TAMIL NADU,1
Maharashtra,Warora,2021,27,MAHARASHTRA,1
Mizoram,North Vanlaiphai,2021,15,MIZORAM,1
Tamil Nadu,Sambavar Vadagarai,2021,33,TAMIL NADU,1
Maharashtra,Bakori,2021,27,MAHARASHTRA,1
Andhra Pradesh,Narasannapeta,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Salon,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Singanamala,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Tangellamudi (CT),2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Siddharthnagar,2021,9,UTTAR PRADESH,1
Odisha,Hindol,2021,21,ODISHA,1
Tamil Nadu,Minjur,2021,33,TAMIL NADU,1
Maharashtra,Murum,2021,27,MAHARASHTRA,1
Assam,Karimganj,2021,18,ASSAM,1
Uttarakhand,Ukhimath,2021,5,UTTARAKHAND,1
Madhya Pradesh,Nayagaon,2021,23,MADHYA PRADESH,1
Maharashtra,Birwadi,2021,27,MAHARASHTRA,1
Rajasthan,Mahwa,2021,8,RAJASTHAN,1
Uttar Pradesh,Belthara Road,2021,9,UTTAR PRADESH,1
Tamil Nadu,Kangeyam,2021,33,TAMIL NADU,1
Madhya Pradesh,Suwasara,2021,23,MADHYA PRADESH,1
Maharashtra,Sadak Arjuni,2021,27,MAHARASHTRA,1
Karnataka,Bidadi,2021,29,KARNATAKA,1
Madhya Pradesh,Mahidpur,2021,23,MADHYA PRADESH,1
Tamil Nadu,Villukuri,2021,33,TAMIL NADU,1
Chhattisgarh,Bijapur,2021,22,CHHATTISGARH,1
Rajasthan,Naradpura,2021,8,RAJASTHAN,1
Andhra Pradesh,Challapalle,2021,28,ANDHRA PRADESH,1
Maharashtra,Chandurbazar,2021,27,MAHARASHTRA,1
Uttar Pradesh,Kachhla,2021,9,UTTAR PRADESH,1
Tamil Nadu,Perumalthangal,2021,33,TAMIL NADU,1
Maharashtra,Anjangaon,2021,27,MAHARASHTRA,1
Andhra Pradesh,Bobbili,2021,28,ANDHRA PRADESH,1
Madhya Pradesh,Narayangarh,2021,23,MADHYA PRADESH,1
Gujarat,Songadh,2021,24,GUJARAT,1
Jharkhand,Hazaribag,2021,20,JHARKHAND,1
Gujarat,Nandelav (CT),2021,24,GUJARAT,1
Uttar Pradesh,Seohara,2021,9,UTTAR PRADESH,1
Gujarat,Vasna Iyava,2021,24,GUJARAT,1
Bihar,Hisua,2021,10,BIHAR,1
Andhra Pradesh,Adoni,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Dhali,2021,33,TAMIL NADU,1
Tamil Nadu,Kannivadi (Tiruppur),2021,33,TAMIL NADU,1
Tamil Nadu,Kalinjur,2021,33,TAMIL NADU,1
Uttar Pradesh,Harra,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Palacherla,2021,28,ANDHRA PRADESH,1
Rajasthan,Sitapur,2021,8,RAJASTHAN,1
Maharashtra,Khaparkheda,2021,27,MAHARASHTRA,1
Madhya Pradesh,Sanawad,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Gambheeram,2021,28,ANDHRA PRADESH,1
Maharashtra,Khed,2021,27,MAHARASHTRA,1
Tamil Nadu,Marudur,2021,33,TAMIL NADU,1
Punjab,Kartarpur,2021,3,PUNJAB,1
Puducherry,Purnankuppam,2021,34,PUDUCHERRY,1
Tamil Nadu,Kottamedu,2021,33,TAMIL NADU,1
Andhra Pradesh,Jakkampudi (OG),2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Ibrahimpur Tasauli,2021,9,UTTAR PRADESH,1
Karnataka,Lingsugur,2021,29,KARNATAKA,1
Jammu and Kashmir,Punch,2021,1,JAMMU AND KASHMIR,1
Kerala,Iritty,2021,32,KERALA,1
West Bengal,Haringhata,2021,19,WEST BENGAL,1
Odisha,Koraput,2021,21,ODISHA,1
Uttar Pradesh,Bhokarhedi,2021,9,UTTAR PRADESH,1
Maharashtra,Umari,2021,27,MAHARASHTRA,1
Maharashtra,Mahadevwadi,2021,27,MAHARASHTRA,1
Uttar Pradesh,Shahdara,2021,9,UTTAR PRADESH,1
Kerala,Pathanamthitta,2021,32,KERALA,1
Uttarakhand,Lalkuan,2021,5,UTTARAKHAND,1
Uttar Pradesh,Bhawan Bahadur Nagar,2021,9,UTTAR PRADESH,1
Haryana,Ferozepur Jhirka,2021,6,HARYANA,1
Haryana,Maham,2021,6,HARYANA,1
Uttar Pradesh,Kursath,2021,9,UTTAR PRADESH,1
Tamil Nadu,Mathur,2021,33,TAMIL NADU,1
Uttar Pradesh,Agarwal Mandi (Tatiri),2021,9,UTTAR PRADESH,1
Maharashtra,Mul,2021,27,MAHARASHTRA,1
Madhya Pradesh,Mandleshwar,2021,23,MADHYA PRADESH,1
Tamil Nadu,Bargur,2021,33,TAMIL NADU,1
Maharashtra,Pisoli,2021,27,MAHARASHTRA,1
Jharkhand,Koderma,2021,20,JHARKHAND,1
Gujarat,Velanja,2021,24,GUJARAT,1
Andhra Pradesh,Eluru,2021,28,ANDHRA PRADESH,1
Rajasthan,Abu Road,2021,8,RAJASTHAN,1
Tamil Nadu,Hosur,2021,33,TAMIL NADU,1
Tamil Nadu,Punjai Thottakurichi,2021,33,TAMIL NADU,1
Uttar Pradesh,Farah,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Gopalpura,2021,23,MADHYA PRADESH,1
Rajasthan,Sadulshahar,2021,8,RAJASTHAN,1
Gujarat,Rajkot,2021,24,GUJARAT,1
Tamil Nadu,Nagapattinam,2021,33,TAMIL NADU,1
Uttar Pradesh,Bhagwant Nagar,2021,9,UTTAR PRADESH,1
Rajasthan,Bari Sadri,2021,8,RAJASTHAN,1
Karnataka,Kaapu,2021,29,KARNATAKA,1
Tamil Nadu,Puzhithivakkam,2021,33,TAMIL NADU,1
Madhya Pradesh,Narwar,2021,23,MADHYA PRADESH,1
Puducherry,Ramanathapuram,2021,34,PUDUCHERRY,1
Tamil Nadu,Valasaravakkam,2021,33,TAMIL NADU,1
Maharashtra,Akole,2021,27,MAHARASHTRA,1
Andhra Pradesh,Chodavaram,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Mangalampet,2021,33,TAMIL NADU,1
Andhra Pradesh,Nunna (OG),2021,28,ANDHRA PRADESH,1
Gujarat,Trajpar,2021,24,GUJARAT,1
Maharashtra,Ahmadpur,2021,27,MAHARASHTRA,1
Telangana,Bhupalpalle,2021,36,TELANGANA,1
Gujarat,Gothan,2021,24,GUJARAT,1
Tamil Nadu,Nagojanahalli,2021,33,TAMIL NADU,1
Gujarat,Chharodi,2021,24,GUJARAT,1
Bihar,Jehanabad,2021,10,BIHAR,1
Tamil Nadu,Kaveripattinam,2021,33,TAMIL NADU,1
Uttar Pradesh,Kunwargaon,2021,9,UTTAR PRADESH,1
West Bengal,Dubrajpur,2021,19,WEST BENGAL,1
Karnataka,Hoovina Hadagalli,2021,29,KARNATAKA,1
Karnataka,Savanur,2021,29,KARNATAKA,1
Punjab,Raikot,2021,3,PUNJAB,1
Tamil Nadu,Thenambakkam,2021,33,TAMIL NADU,1
Andhra Pradesh,Chinakakani,2021,28,ANDHRA PRADESH,1
West Bengal,Bally,2021,19,WEST BENGAL,1
Andhra Pradesh,Ramanayyapeta (Part),2021,28,ANDHRA PRADESH,1
Haryana,Karnal,2021,6,HARYANA,1
Rajasthan,Narharpura,2021,8,RAJASTHAN,1
Uttar Pradesh,Itwa,2021,9,UTTAR PRADESH,1
Assam,Moranhat,2021,18,ASSAM,1
Rajasthan,Salarpur,2021,8,RAJASTHAN,1
Himachal Pradesh,Solan,2021,2,HIMACHAL PRADESH,1
Gujarat,Rahadpor,2021,24,GUJARAT,1
Andhra Pradesh,Ragolu,2021,28,ANDHRA PRADESH,1
Gujarat,Aslali,2021,24,GUJARAT,1
Gujarat,Dungra,2021,24,GUJARAT,1
Karnataka,Hangal,2021,29,KARNATAKA,1
Gujarat,Sihor,2021,24,GUJARAT,1
Chhattisgarh,Pandariya,2021,22,CHHATTISGARH,1
Uttar Pradesh,Kuraoali,2021,9,UTTAR PRADESH,1
Karnataka,Wadi,2021,29,KARNATAKA,1
Tamil Nadu,Alanthurai,2021,33,TAMIL NADU,1
Maharashtra,Dattapur Dhamangaon,2021,27,MAHARASHTRA,1
Himachal Pradesh,Bilaspur,2021,2,HIMACHAL PRADESH,1
Madhya Pradesh,Pansemal,2021,23,MADHYA PRADESH,1
Haryana,Sirsa,2021,6,HARYANA,1
Maharashtra,Bhavadi,2021,27,MAHARASHTRA,1
Tamil Nadu,Poranjeri,2021,33,TAMIL NADU,1
Andhra Pradesh,Tadepalle,2021,28,ANDHRA PRADESH,1
Maharashtra,Charholi Khu,2021,27,MAHARASHTRA,1
Maharashtra,Koregaon,2021,27,MAHARASHTRA,1
Karnataka,Bhatkal,2021,29,KARNATAKA,1
West Bengal,Maldaha,2021,19,WEST BENGAL,1
Tamil Nadu,Kattuputhur,2021,33,TAMIL NADU,1
Tamil Nadu,Odugathur,2021,33,TAMIL NADU,1
Punjab,Dera Bassi,2021,3,PUNJAB,1
Tamil Nadu,Bhavanisagar,2021,33,TAMIL NADU,1
Rajasthan,Benarwith Daulatpura,2021,8,RAJASTHAN,1
Odisha,Baliguda,2021,21,ODISHA,1
Gujarat,Kheralu,2021,24,GUJARAT,1
Tamil Nadu,Thirupuvanam (Sivagangai),2021,33,TAMIL NADU,1
Odisha,Konark,2021,21,ODISHA,1
Maharashtra,Kopare,2021,27,MAHARASHTRA,1
Gujarat,Amod,2021,24,GUJARAT,1
Madhya Pradesh,Unhel,2021,23,MADHYA PRADESH,1
Madhya Pradesh,Ratangarh,2021,23,MADHYA PRADESH,1
Chhattisgarh,Bhakhara,2021,22,CHHATTISGARH,1
Telangana,Manikonda,2021,36,TELANGANA,1
Tamil Nadu,Valparai,2021,33,TAMIL NADU,1
Tamil Nadu,Tirukalukundram,2021,33,TAMIL NADU,1
Andhra Pradesh,Kottapalli,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Kollancode (Kollemcode),2021,33,TAMIL NADU,1
Telangana,Kodad,2021,36,TELANGANA,1
Madhya Pradesh,Hindoria,2021,23,MADHYA PRADESH,1
Gujarat,Bagasara,2021,24,GUJARAT,1
Gujarat,Anklesvar(INA),2021,24,GUJARAT,1
Rajasthan,Kheri Gokulpura,2021,8,RAJASTHAN,1
Punjab,Ghagga,2021,3,PUNJAB,1
Tamil Nadu,Belur,2021,33,TAMIL NADU,1
Chhattisgarh,Than-Khamharia,2021,22,CHHATTISGARH,1
Maharashtra,Indapur,2021,27,MAHARASHTRA,1
Punjab,Lehra Mohabat,2021,3,PUNJAB,1
Tamil Nadu,Ulundurpettai,2021,33,TAMIL NADU,1
Madhya Pradesh,Mangawan,2021,23,MADHYA PRADESH,1
Maharashtra,Nonde,2021,27,MAHARASHTRA,1
Maharashtra,Kurundvad,2021,27,MAHARASHTRA,1
Maharashtra,Soygaon,2021,27,MAHARASHTRA,1
Gujarat,Mansa,2021,24,GUJARAT,1
Tamil Nadu,Melachokkanathapura M,2021,33,TAMIL NADU,1
Madhya Pradesh,Bhikangaon,2021,23,MADHYA PRADESH,1
Gujarat,Chhota Udaipur,2021,24,GUJARAT,1
Punjab,Phillaur,2021,3,PUNJAB,1
Uttar Pradesh,Hariharpur,2021,9,UTTAR PRADESH,1
Himachal Pradesh,Nagali,2021,2,HIMACHAL PRADESH,1
Andhra Pradesh,Modukuru,2021,28,ANDHRA PRADESH,1
Karnataka,Tiptur,2021,29,KARNATAKA,1
Tamil Nadu,Vikravandi,2021,33,TAMIL NADU,1
West Bengal,Arambag,2021,19,WEST BENGAL,1
Uttar Pradesh,Babarpur Ajitmal,2021,9,UTTAR PRADESH,1
Manipur,Andro,2021,14,MANIPUR,1
Andhra Pradesh,Chintalavalasa,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Vennanthur,2021,33,TAMIL NADU,1
Karnataka,Srinivaspur,2021,29,KARNATAKA,1
Tamil Nadu,Nemmeli,2021,33,TAMIL NADU,1
Chhattisgarh,Shivpur Charcha,2021,22,CHHATTISGARH,1
Punjab,Urmar Tanda,2021,3,PUNJAB,1
Maharashtra,Wathoda,2021,27,MAHARASHTRA,1
Uttar Pradesh,Rudayan,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Bamhani,2021,23,MADHYA PRADESH,1
Tamil Nadu,Maraimalainagar,2021,33,TAMIL NADU,1
Uttarakhand,Kotdwara,2021,5,UTTARAKHAND,1
Chhattisgarh,Abhanpur,2021,22,CHHATTISGARH,1
Uttar Pradesh,Bugrasi,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Hardoi,2021,9,UTTAR PRADESH,1
Gujarat,Gunda,2021,24,GUJARAT,1
Uttar Pradesh,Fatehpur Chaurasi,2021,9,UTTAR PRADESH,1
Maharashtra,Beltarodi,2021,27,MAHARASHTRA,1
Tripura,Mohanpur,2021,16,TRIPURA,1
Kerala,Mananthavady,2021,32,KERALA,1
Maharashtra,Nevasa,2021,27,MAHARASHTRA,1
Maharashtra,Kopargaon,2021,27,MAHARASHTRA,1
Maharashtra,Trimbak,2021,27,MAHARASHTRA,1
Uttar Pradesh,Mahroni,2021,9,UTTAR PRADESH,1
Kerala,Paravur- North,2021,32,KERALA,1
Assam,Sarthebari,2021,18,ASSAM,1
Maharashtra,Parner,2021,27,MAHARASHTRA,1
Tamil Nadu,Illuppur,2021,33,TAMIL NADU,1
Tamil Nadu,Theni Allinagaram,2021,33,TAMIL NADU,1
Maharashtra,Korpana,2021,27,MAHARASHTRA,1
Punjab,Khanauri,2021,3,PUNJAB,1
Maharashtra,Digdoh (Devi),2021,27,MAHARASHTRA,1
Uttar Pradesh,Paraspur,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Khudaganj,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Satwas,2021,23,MADHYA PRADESH,1
Punjab,Maloud,2021,3,PUNJAB,1
Tamil Nadu,Thenkarai- Theni,2021,33,TAMIL NADU,1
Rajasthan,Lalchandpura,2021,8,RAJASTHAN,1
Uttarakhand,Gaja,2021,5,UTTARAKHAND,1
Uttar Pradesh,Shikohabad,2021,9,UTTAR PRADESH,1
Tamil Nadu,Nalloor,2021,33,TAMIL NADU,1
Kerala,Valanchery,2021,32,KERALA,1
Andhra Pradesh,Rajanagaram,2021,28,ANDHRA PRADESH,1
Madhya Pradesh,Talen,2021,23,MADHYA PRADESH,1
Bihar,Jogabani,2021,10,BIHAR,1
Uttarakhand,Dineshpur,2021,5,UTTARAKHAND,1
Uttar Pradesh,Oel Dhakwa,2021,9,UTTAR PRADESH,1
Maharashtra,Junnar,2021,27,MAHARASHTRA,1
Uttar Pradesh,Kukra (CT),2021,9,UTTAR PRADESH,1
Rajasthan,Malpura,2021,8,RAJASTHAN,1
Uttar Pradesh,Dadri,2021,9,UTTAR PRADESH,1
Karnataka,Ballari,2021,29,KARNATAKA,1
Uttar Pradesh,Sonbhadra,2021,9,UTTAR PRADESH,1
Maharashtra,Ratnagiri,2021,27,MAHARASHTRA,1
Tamil Nadu,Pudupakkam,2021,33,TAMIL NADU,1
Rajasthan,Barh Shyopur,2021,8,RAJASTHAN,1
Karnataka,Mulbagal,2021,29,KARNATAKA,1
Madhya Pradesh,Betul-Bazar,2021,23,MADHYA PRADESH,1
Maharashtra,Gangapur (Rithi),2021,27,MAHARASHTRA,1
Uttar Pradesh,Ugu,2021,9,UTTAR PRADESH,1
Odisha,Balangir,2021,21,ODISHA,1
Rajasthan,Seesyawas,2021,8,RAJASTHAN,1
Gujarat,Visalpur,2021,24,GUJARAT,1
Madhya Pradesh,Bhaurasa,2021,23,MADHYA PRADESH,1
Kerala,Muvattupuzha,2021,32,KERALA,1
Uttar Pradesh,Harola Makanpur,2021,9,UTTAR PRADESH,1
West Bengal,Dhupguri,2021,19,WEST BENGAL,1
Meghalaya,Shillong CB,2021,17,MEGHALAYA,1
Maharashtra,Sangli Miraj Kupwad,2021,27,MAHARASHTRA,1
Karnataka,Aland,2021,29,KARNATAKA,1
Karnataka,Mundgod,2021,29,KARNATAKA,1
Punjab,Chamkaur Sahib,2021,3,PUNJAB,1
West Bengal,Krishnanagar,2021,19,WEST BENGAL,1
Gujarat,Dhanera,2021,24,GUJARAT,1
Bihar,Rajgir,2021,10,BIHAR,1
Rajasthan,Makrana,2021,8,RAJASTHAN,1
Haryana,Kaithal,2021,6,HARYANA,1
Rajasthan,Anganwa,2021,8,RAJASTHAN,1
West Bengal,Jamkunda,2021,19,WEST BENGAL,1
Rajasthan,Sumel,2021,8,RAJASTHAN,1
Madhya Pradesh,Umriya,2021,23,MADHYA PRADESH,1
Madhya Pradesh,Kailaras,2021,23,MADHYA PRADESH,1
Rajasthan,Sukher,2021,8,RAJASTHAN,1
Odisha,Cuttack,2021,21,ODISHA,1
Tamil Nadu,Vettavalam,2021,33,TAMIL NADU,1
Gujarat,Tharad,2021,24,GUJARAT,1
Gujarat,Khodiyar,2021,24,GUJARAT,1
Kerala,Varappuzha (CT),2021,32,KERALA,1
Gujarat,Mandvi,2021,24,GUJARAT,1
Tamil Nadu,Egattur,2021,33,TAMIL NADU,1
Rajasthan,Gangapur,2021,8,RAJASTHAN,1
Rajasthan,Nasirabad (CB),2021,8,RAJASTHAN,1
Gujarat,Wadhwan,2021,24,GUJARAT,1
Kerala,Payyannur,2021,32,KERALA,1
Assam,Kharupatia,2021,18,ASSAM,1
Gujarat,Koteshwar,2021,24,GUJARAT,1
Andhra Pradesh,Anantapur,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Kasipalayam (E),2021,33,TAMIL NADU,1
West Bengal,Naihati,2021,19,WEST BENGAL,1
Tamil Nadu,Vaniputhur,2021,33,TAMIL NADU,1
Tamil Nadu,Enadur,2021,33,TAMIL NADU,1
Gujarat,Tarsimiya (Part),2021,24,GUJARAT,1
Haryana,Bhondsi,2021,6,HARYANA,1
Uttar Pradesh,Rasulabad(NP),2021,9,UTTAR PRADESH,1
Tamil Nadu,Thingalnagar,2021,33,TAMIL NADU,1
Madhya Pradesh,Kalibillod,2021,23,MADHYA PRADESH,1
Tamil Nadu,Selai,2021,33,TAMIL NADU,1
Manipur,Heirok,2021,14,MANIPUR,1
Uttar Pradesh,Richha,2021,9,UTTAR PRADESH,1
Jammu and Kashmir,Billawar,2021,1,JAMMU AND KASHMIR,1
Andhra Pradesh,Karapa Mandal,2021,28,ANDHRA PRADESH,1
Kerala,Mulavukad (CT),2021,32,KERALA,1
Gujarat,Ravapara,2021,24,GUJARAT,1
Maharashtra,Champa,2021,27,MAHARASHTRA,1
Uttar Pradesh,Subeha,2021,9,UTTAR PRADESH,1
Tamil Nadu,Melvisharam,2021,33,TAMIL NADU,1
Maharashtra,Arvi,2021,27,MAHARASHTRA,1
Tamil Nadu,Samathur,2021,33,TAMIL NADU,1
Uttarakhand,Didihat,2021,5,UTTARAKHAND,1
Andhra Pradesh,Madakasira,2021,28,ANDHRA PRADESH,1
Rajasthan,Suratgarh,2021,8,RAJASTHAN,1
Assam,Gauripur,2021,18,ASSAM,1
Gujarat,Choryasi,2021,24,GUJARAT,1
Jammu and Kashmir,Baramula,2021,1,JAMMU AND KASHMIR,1
Andhra Pradesh,Pedamakkena,2021,28,ANDHRA PRADESH,1
Karnataka,Hosapete,2021,29,KARNATAKA,1
Rajasthan,Daudpur,2021,8,RAJASTHAN,1
Maharashtra,Uruli Kanchan,2021,27,MAHARASHTRA,1
Rajasthan,Nimbara,2021,8,RAJASTHAN,1
Andhra Pradesh,Komerapudi,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Sankhavaram,2021,28,ANDHRA PRADESH,1
Rajasthan,Mahasinghpura Keshyawala,2021,8,RAJASTHAN,1
Rajasthan,Kotri,2021,8,RAJASTHAN,1
Gujarat,Kamrej,2021,24,GUJARAT,1
Punjab,Nabha,2021,3,PUNJAB,1
Rajasthan,Kaithoon,2021,8,RAJASTHAN,1
Maharashtra,Etapalli,2021,27,MAHARASHTRA,1
Maharashtra,Kanhan,2021,27,MAHARASHTRA,1
Telangana,Jangaon,2021,36,TELANGANA,1
Nagaland,Tseminyu,2021,13,NAGALAND,1
Uttar Pradesh,Ghorawal,2021,9,UTTAR PRADESH,1
Tamil Nadu,Karanaithangal,2021,33,TAMIL NADU,1
Uttar Pradesh,Tilhar,2021,9,UTTAR PRADESH,1
Tamil Nadu,Sattur,2021,33,TAMIL NADU,1
Uttar Pradesh,Gyanpur,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Balaghat,2021,23,MADHYA PRADESH,1
Uttarakhand,Devprayag,2021,5,UTTARAKHAND,1
Rajasthan,Vijaypura,2021,8,RAJASTHAN,1
Uttar Pradesh,Bidhuna,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Pakbara,2021,9,UTTAR PRADESH,1
Tamil Nadu,Tirupathur,2021,33,TAMIL NADU,1
Tamil Nadu,Sankaramanallur,2021,33,TAMIL NADU,1
Andhra Pradesh,Ichchapuram,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Mettur,2021,33,TAMIL NADU,1
Jharkhand,Hussainabad,2021,20,JHARKHAND,1
Kerala,Quilandy,2021,32,KERALA,1
Tamil Nadu,Sethiathoppu,2021,33,TAMIL NADU,1
Karnataka,Kampli,2021,29,KARNATAKA,1
Uttar Pradesh,Rasoolpur Dasana,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Shah Beri,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Khandwa,2021,23,MADHYA PRADESH,1
Tamil Nadu,Putlur,2021,33,TAMIL NADU,1
Tamil Nadu,Keezhkulam,2021,33,TAMIL NADU,1
Madhya Pradesh,Rewa,2021,23,MADHYA PRADESH,1
West Bengal,Chandrakona,2021,19,WEST BENGAL,1
Tamil Nadu,Manalurpet,2021,33,TAMIL NADU,1
Madhya Pradesh,Pachore,2021,23,MADHYA PRADESH,1
Manipur,Jiribam,2021,14,MANIPUR,1
Maharashtra,Kalamb,2021,27,MAHARASHTRA,1
Gujarat,Boriavi,2021,24,GUJARAT,1
Madhya Pradesh,Buxwaha,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Mirzapur-Cum-Vindhyachal,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Nandikoturu,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Chintalapudi,2021,28,ANDHRA PRADESH,1
Rajasthan,Hirapura,2021,8,RAJASTHAN,1
Karnataka,Belur,2021,29,KARNATAKA,1
Gujarat,Shela,2021,24,GUJARAT,1
Bihar,Farbishganj,2021,10,BIHAR,1
Andhra Pradesh,Pulivendla,2021,28,ANDHRA PRADESH,1
Gujarat,Dakor,2021,24,GUJARAT,1
Uttar Pradesh,Maurawan,2021,9,UTTAR PRADESH,1
Rajasthan,Naya Gaon,2021,8,RAJASTHAN,1
Andhra Pradesh,Ayyannapalem,2021,28,ANDHRA PRADESH,1
Odisha,Banki,2021,21,ODISHA,1
Chhattisgarh,Basna,2021,22,CHHATTISGARH,1
Uttar Pradesh,Rath,2021,9,UTTAR PRADESH,1
Tamil Nadu,Thiruvenkadam,2021,33,TAMIL NADU,1
Chhattisgarh,Magarlod,2021,22,CHHATTISGARH,1
Maharashtra,Godhani (Rail),2021,27,MAHARASHTRA,1
Gujarat,Khatamba,2021,24,GUJARAT,1
Uttar Pradesh,Alampur,2021,9,UTTAR PRADESH,1
Tamil Nadu,Maduranthakam,2021,33,TAMIL NADU,1
Haryana,Ladwa,2021,6,HARYANA,1
Jammu and Kashmir,Nagrota,2021,1,JAMMU AND KASHMIR,1
Tamil Nadu,Periyakodiveri,2021,33,TAMIL NADU,1
Karnataka,Saundatti-Yellamma,2021,29,KARNATAKA,1
