ROWID,Country,State LGD Code,State,City,SourceYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
207,India,27,Maharashtra,Amravati,2021,924.4,182.61,128.67,11234,8226,4099,2021,"Calendar Year (Jan - Dec), 2021"
208,India,24,Gujarat,Amreli,2021,3.31,0.72,0.72,31,31,31,2021,"Calendar Year (Jan - Dec), 2021"
209,India,24,Gujarat,Amreli,2021,111.22,24.39,22.45,1200,1164,970,2021,"Calendar Year (Jan - Dec), 2021"
210,India,3,Punjab,Amritsar,2021,358.27,103.34,40.46,6504,3733,2515,2021,"Calendar Year (Jan - Dec), 2021"
211,India,3,Punjab,Amritsar Cantt.,2021,2.14,0.34,0.34,16,16,16,2021,"Calendar Year (Jan - Dec), 2021"
212,India,9,Uttar Pradesh,Amroha,2021,277.2,110.39,48.56,7347,4460,2611,2021,"Calendar Year (Jan - Dec), 2021"
213,India,33,Tamil Nadu,Anaimalai,2021,24.03,11.41,3.94,758,758,587,2021,"Calendar Year (Jan - Dec), 2021"
214,India,33,Tamil Nadu,Anaiyur,2021,18.35,1.96,1.96,96,96,96,2021,"Calendar Year (Jan - Dec), 2021"
215,India,28,Andhra Pradesh,Anakapalle,2021,243.22,112.98,26.54,7460,870,186,2021,"Calendar Year (Jan - Dec), 2021"
216,India,33,Tamil Nadu,Anakaputhur,2021,23.71,4.73,3.48,272,272,168,2021,"Calendar Year (Jan - Dec), 2021"
217,India,33,Tamil Nadu,Anambakkam,2021,0.2,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
218,India,24,Gujarat,Anand,2021,476.06,61.57,57.13,2982,3141,2921,2021,"Calendar Year (Jan - Dec), 2021"
219,India,28,Andhra Pradesh,Anandapuram,2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
220,India,28,Andhra Pradesh,Anandapuram,2021,0.29,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
221,India,28,Andhra Pradesh,Anandapuram,2021,0.49,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
222,India,9,Uttar Pradesh,Anandnagar,2021,18.11,8.47,2.56,565,429,137,2021,"Calendar Year (Jan - Dec), 2021"
223,India,21,Odisha,Anandpur,2021,49.15,25.2,9.39,1680,1145,503,2021,"Calendar Year (Jan - Dec), 2021"
224,India,3,Punjab,Anandpur Sahib,2021,2.73,0.92,0.33,60,53,9,2021,"Calendar Year (Jan - Dec), 2021"
225,India,28,Andhra Pradesh,Anantapur,2021,1565.61,550.04,191.94,36548,12734,3630,2021,"Calendar Year (Jan - Dec), 2021"
226,India,28,Andhra Pradesh,Anantapur (CT),2021,1.04,0.11,0.11,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
227,India,28,Andhra Pradesh,Ananthapuram,2021,1.5,0.09,0.09,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
228,India,33,Tamil Nadu,Ananthapuram,2021,10.53,5.13,1.97,341,326,74,2021,"Calendar Year (Jan - Dec), 2021"
229,India,1,Jammu And Kashmir,Anantnag,2021,94.18,24.75,6.41,1663,1046,264,2021,"Calendar Year (Jan - Dec), 2021"
230,India,8,Rajasthan,Anantpura,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
231,India,28,Andhra Pradesh,Anaparthy,2021,412.69,174.82,8.12,11653,508,13,2021,"Calendar Year (Jan - Dec), 2021"
232,India,24,Gujarat,Andada (CT),2021,1.18,0.24,0.24,14,14,14,2021,"Calendar Year (Jan - Dec), 2021"
233,India,28,Andhra Pradesh,Andalapalle,2021,0.2,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
234,India,33,Tamil Nadu,Andipatti Jakkampatti,2021,57.35,10.77,3.2,718,312,248,2021,"Calendar Year (Jan - Dec), 2021"
235,India,36,Telangana,Andole-Jogipet,2021,27.35,6.77,4.82,451,317,317,2021,"Calendar Year (Jan - Dec), 2021"
236,India,14,Manipur,Andro,2021,12.52,7.46,2.98,497,231,21,2021,"Calendar Year (Jan - Dec), 2021"
237,India,29,Karnataka,Anekal,2021,781.51,67.17,62.08,3188,3000,2874,2021,"Calendar Year (Jan - Dec), 2021"
238,India,28,Andhra Pradesh,Angalakuduru,2021,3.05,0.34,0.34,14,14,14,2021,"Calendar Year (Jan - Dec), 2021"
239,India,32,Kerala,Angamaly,2021,23.47,6.02,3.66,419,413,382,2021,"Calendar Year (Jan - Dec), 2021"
240,India,33,Tamil Nadu,Angambakkam,2021,0.15,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
241,India,8,Rajasthan,Anganwa,2021,0.24,0.04,0.04,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
242,India,21,Odisha,Angul,2021,26.14,9.43,4.18,611,542,398,2021,"Calendar Year (Jan - Dec), 2021"
243,India,12,Arunachal Pradesh,Anini,2021,3.81,0.99,0.4,66,52,14,2021,"Calendar Year (Jan - Dec), 2021"
244,India,23,Madhya Pradesh,Anjad,2021,74.57,27.87,14.62,1856,1839,1134,2021,"Calendar Year (Jan - Dec), 2021"
245,India,27,Maharashtra,Anjangaon,2021,70.67,17.04,3.99,1126,713,75,2021,"Calendar Year (Jan - Dec), 2021"
246,India,24,Gujarat,Anjar,2021,548.42,105.94,103.95,6238,6203,6048,2021,"Calendar Year (Jan - Dec), 2021"
247,India,33,Tamil Nadu,Anjugrammam,2021,84.49,18.5,5.0,1233,1216,216,2021,"Calendar Year (Jan - Dec), 2021"
248,India,28,Andhra Pradesh,Ankireddipalem (R),2021,2.18,0.2,0.2,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
249,India,24,Gujarat,Anklav,2021,30.9,11.44,6.83,752,1088,637,2021,"Calendar Year (Jan - Dec), 2021"
250,India,24,Gujarat,Anklesvar,2021,545.64,102.21,102.25,4688,4570,4397,2021,"Calendar Year (Jan - Dec), 2021"
251,India,24,Gujarat,Anklesvar(INA),2021,174.31,25.27,25.27,1170,1170,1170,2021,"Calendar Year (Jan - Dec), 2021"
252,India,29,Karnataka,Ankola,2021,24.04,8.43,3.05,554,464,161,2021,"Calendar Year (Jan - Dec), 2021"
253,India,33,Tamil Nadu,Annamalai Nagar,2021,3.82,1.61,0.75,107,104,67,2021,"Calendar Year (Jan - Dec), 2021"
254,India,33,Tamil Nadu,Annavasal,2021,18.6,8.93,5.33,596,550,239,2021,"Calendar Year (Jan - Dec), 2021"
255,India,29,Karnataka,Annigeri,2021,54.73,20.79,4.25,1386,1091,369,2021,"Calendar Year (Jan - Dec), 2021"
256,India,33,Tamil Nadu,Annur,2021,70.41,14.21,5.36,944,583,252,2021,"Calendar Year (Jan - Dec), 2021"
257,India,22,Chhattisgarh,Antagarh,2021,16.44,7.8,4.5,520,425,170,2021,"Calendar Year (Jan - Dec), 2021"
258,India,8,Rajasthan,Antah,2021,28.01,9.79,3.2,653,344,327,2021,"Calendar Year (Jan - Dec), 2021"
259,India,28,Andhra Pradesh,Antakapalle,2021,0.37,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
260,India,23,Madhya Pradesh,Antari,2021,22.64,7.54,6.13,505,505,448,2021,"Calendar Year (Jan - Dec), 2021"
261,India,33,Tamil Nadu,Anthiyur,2021,7.87,2.88,1.34,191,187,83,2021,"Calendar Year (Jan - Dec), 2021"
262,India,32,Kerala,Anthoor,2021,20.29,6.99,5.88,463,431,403,2021,"Calendar Year (Jan - Dec), 2021"
263,India,24,Gujarat,Antroli,2021,1.35,0.3,0.3,12,12,12,2021,"Calendar Year (Jan - Dec), 2021"
264,India,24,Gujarat,Antroli,2021,4.43,1.04,1.04,41,41,41,2021,"Calendar Year (Jan - Dec), 2021"
265,India,9,Uttar Pradesh,Antu,2021,35.44,14.97,6.26,997,816,535,2021,"Calendar Year (Jan - Dec), 2021"
266,India,8,Rajasthan,Anupgarh,2021,6.72,1.09,0.93,58,489,489,2021,"Calendar Year (Jan - Dec), 2021"
267,India,33,Tamil Nadu,Anuppampattu,2021,0.14,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
268,India,23,Madhya Pradesh,Anuppur,2021,60.25,17.87,10.07,1183,1159,702,2021,"Calendar Year (Jan - Dec), 2021"
269,India,9,Uttar Pradesh,Anupshahr,2021,58.75,23.33,12.77,1554,1353,945,2021,"Calendar Year (Jan - Dec), 2021"
270,India,9,Uttar Pradesh,Aonla,2021,53.88,22.01,4.41,1467,699,248,2021,"Calendar Year (Jan - Dec), 2021"
271,India,33,Tamil Nadu,Appakudal,2021,12.02,5.7,2.21,379,360,127,2021,"Calendar Year (Jan - Dec), 2021"
272,India,29,Karnataka,Arabhavi,2021,20.8,9.23,3.38,615,597,477,2021,"Calendar Year (Jan - Dec), 2021"
273,India,33,Tamil Nadu,Arachalur,2021,10.17,4.64,2.24,309,297,109,2021,"Calendar Year (Jan - Dec), 2021"
274,India,33,Tamil Nadu,Arakandanallur,2021,8.04,3.74,2.62,249,249,103,2021,"Calendar Year (Jan - Dec), 2021"
275,India,33,Tamil Nadu,Arakonam,2021,42.0,17.19,4.44,1140,826,213,2021,"Calendar Year (Jan - Dec), 2021"
276,India,33,Tamil Nadu,Aralvaimozhi,2021,34.3,6.8,1.35,454,166,113,2021,"Calendar Year (Jan - Dec), 2021"
277,India,19,West Bengal,Arambag,2021,221.51,80.69,27.31,5374,2796,1848,2021,"Calendar Year (Jan - Dec), 2021"
278,India,22,Chhattisgarh,Arang,2021,56.5,18.38,6.07,1321,923,522,2021,"Calendar Year (Jan - Dec), 2021"
279,India,33,Tamil Nadu,Arani,2021,5.63,2.66,1.68,177,179,76,2021,"Calendar Year (Jan - Dec), 2021"
280,India,33,Tamil Nadu,Arani,2021,37.08,15.63,10.56,1050,1050,594,2021,"Calendar Year (Jan - Dec), 2021"
281,India,33,Tamil Nadu,Aranthangi,2021,37.33,14.06,3.67,938,769,275,2021,"Calendar Year (Jan - Dec), 2021"
282,India,33,Tamil Nadu,Aranvoyal,2021,0.07,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
283,India,10,Bihar,Araria,2021,370.11,105.25,35.04,7018,3611,916,2021,"Calendar Year (Jan - Dec), 2021"
284,India,33,Tamil Nadu,Arasiramani,2021,26.62,12.68,8.23,845,845,161,2021,"Calendar Year (Jan - Dec), 2021"
285,India,33,Tamil Nadu,Arasur,2021,0.13,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
286,India,33,Tamil Nadu,Aravakurichi,2021,6.63,2.39,1.41,158,158,103,2021,"Calendar Year (Jan - Dec), 2021"
287,India,33,Tamil Nadu,Arcot,2021,30.99,13.65,13.07,908,908,563,2021,"Calendar Year (Jan - Dec), 2021"
288,India,27,Maharashtra,Ardhapur,2021,89.32,22.52,0.05,1500,467,5,2021,"Calendar Year (Jan - Dec), 2021"
289,India,10,Bihar,Areraj,2021,137.42,39.37,14.54,2623,1052,294,2021,"Calendar Year (Jan - Dec), 2021"
290,India,34,Puducherry,Ariankuppam (CT),2021,0.2,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
291,India,33,Tamil Nadu,Arimalam,2021,23.31,8.2,4.19,547,500,207,2021,"Calendar Year (Jan - Dec), 2021"
292,India,33,Tamil Nadu,Ariyalur,2021,96.26,20.89,22.14,1387,1451,737,2021,"Calendar Year (Jan - Dec), 2021"
293,India,33,Tamil Nadu,Ariyappampalayam,2021,9.85,4.45,2.33,294,294,140,2021,"Calendar Year (Jan - Dec), 2021"
294,India,33,Tamil Nadu,Ariyur,2021,0.35,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
295,India,22,Chhattisgarh,Arjunda,2021,14.64,6.96,3.43,464,325,241,2021,"Calendar Year (Jan - Dec), 2021"
296,India,27,Maharashtra,Arjuni,2021,22.69,4.89,1.98,325,19,2,2021,"Calendar Year (Jan - Dec), 2021"
297,India,29,Karnataka,Arkalgud,2021,40.97,12.48,4.6,829,787,146,2021,"Calendar Year (Jan - Dec), 2021"
298,India,2,Himachal Pradesh,Arki,2021,1.18,0.31,0.15,19,19,13,2021,"Calendar Year (Jan - Dec), 2021"
299,India,36,Telangana,Armoor,2021,17.0,3.08,3.68,193,193,33,2021,"Calendar Year (Jan - Dec), 2021"
300,India,27,Maharashtra,Armori,2021,14.86,3.55,0.2,237,211,14,2021,"Calendar Year (Jan - Dec), 2021"
301,India,27,Maharashtra,Arni,2021,32.16,7.85,0.35,517,17,17,2021,"Calendar Year (Jan - Dec), 2021"
302,India,1,Jammu And Kashmir,Arnia,2021,12.41,4.14,0.89,276,253,98,2021,"Calendar Year (Jan - Dec), 2021"
303,India,3,Punjab,Arniwala Shekhsuban,2021,9.59,4.78,0.98,335,176,17,2021,"Calendar Year (Jan - Dec), 2021"
304,India,23,Madhya Pradesh,Aron,2021,119.86,45.45,12.8,3031,3001,934,2021,"Calendar Year (Jan - Dec), 2021"
305,India,10,Bihar,Arrah,2021,167.77,28.88,15.39,1717,1380,1148,2021,"Calendar Year (Jan - Dec), 2021"
306,India,28,Andhra Pradesh,Arsavilli(Rural),2021,2.51,0.19,0.19,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
307,India,29,Karnataka,Arsikere,2021,102.44,30.48,12.12,2022,1998,199,2021,"Calendar Year (Jan - Dec), 2021"
308,India,33,Tamil Nadu,Arumanai,2021,11.27,3.98,2.2,274,250,118,2021,"Calendar Year (Jan - Dec), 2021"
309,India,33,Tamil Nadu,Arumbakkam,2021,1.0,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
310,India,33,Tamil Nadu,Arumbavur,2021,31.86,15.23,8.45,1015,960,263,2021,"Calendar Year (Jan - Dec), 2021"
311,India,33,Tamil Nadu,Arumuganeri,2021,57.18,26.31,4.94,1751,1751,357,2021,"Calendar Year (Jan - Dec), 2021"
312,India,33,Tamil Nadu,Aruppukkottai,2021,40.17,14.75,9.97,984,1016,581,2021,"Calendar Year (Jan - Dec), 2021"
313,India,27,Maharashtra,Arvi,2021,133.38,32.28,0.28,2155,1585,565,2021,"Calendar Year (Jan - Dec), 2021"
314,India,10,Bihar,Arwal,2021,119.79,35.11,11.34,2337,600,237,2021,"Calendar Year (Jan - Dec), 2021"
315,India,19,West Bengal,Asansol,2021,781.81,244.93,112.85,15944,15161,9669,2021,"Calendar Year (Jan - Dec), 2021"
316,India,33,Tamil Nadu,Asaripallam,2021,1.1,0.16,0.16,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
317,India,23,Madhya Pradesh,Ashok Nagar,2021,150.47,57.07,32.54,3807,3564,1877,2021,"Calendar Year (Jan - Dec), 2021"
318,India,19,West Bengal,Ashoknagar Kalyangarh,2021,260.36,95.49,45.43,6351,3822,1700,2021,"Calendar Year (Jan - Dec), 2021"
319,India,9,Uttar Pradesh,Ashrafpur Kichhauchha,2021,73.66,33.09,14.68,2206,1755,953,2021,"Calendar Year (Jan - Dec), 2021"
320,India,27,Maharashtra,Ashta,2021,44.43,10.95,2.04,725,1243,846,2021,"Calendar Year (Jan - Dec), 2021"
321,India,23,Madhya Pradesh,Ashta,2021,181.85,62.74,24.24,4170,2041,1293,2021,"Calendar Year (Jan - Dec), 2021"
322,India,27,Maharashtra,Ashti (Beed),2021,66.82,13.64,0.08,908,418,84,2021,"Calendar Year (Jan - Dec), 2021"
323,India,21,Odisha,Asika,2021,27.32,13.45,8.1,897,577,348,2021,"Calendar Year (Jan - Dec), 2021"
324,India,8,Rajasthan,Asind,2021,4.1,1.09,0.53,73,545,545,2021,"Calendar Year (Jan - Dec), 2021"
325,India,24,Gujarat,Aslali,2021,5.01,0.93,0.93,37,37,37,2021,"Calendar Year (Jan - Dec), 2021"
326,India,6,Haryana,Assandh,2021,81.31,18.27,3.59,1245,288,142,2021,"Calendar Year (Jan - Dec), 2021"
327,India,27,Maharashtra,Astapur,2021,0.06,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
328,India,9,Uttar Pradesh,Atarra,2021,121.44,48.43,20.12,3232,2886,1110,2021,"Calendar Year (Jan - Dec), 2021"
329,India,9,Uttar Pradesh,Atasu,2021,65.33,29.97,9.87,1998,1450,375,2021,"Calendar Year (Jan - Dec), 2021"
330,India,6,Haryana,Ateli,2021,9.84,1.7,0.07,113,0,0,2021,"Calendar Year (Jan - Dec), 2021"
331,India,21,Odisha,Athagad,2021,33.52,16.28,10.95,1091,988,716,2021,"Calendar Year (Jan - Dec), 2021"
332,India,23,Madhya Pradesh,Athana,2021,35.5,12.53,8.06,835,832,509,2021,"Calendar Year (Jan - Dec), 2021"
333,India,33,Tamil Nadu,Athani,2021,23.5,5.83,2.62,387,370,50,2021,"Calendar Year (Jan - Dec), 2021"
334,India,33,Tamil Nadu,Athanur,2021,3.76,1.36,0.41,92,84,32,2021,"Calendar Year (Jan - Dec), 2021"
335,India,33,Tamil Nadu,Athipattu,2021,0.22,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
336,India,33,Tamil Nadu,Athivakkam,2021,0.19,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
337,India,21,Odisha,Athmallik,2021,56.48,31.93,22.22,2128,1890,1807,2021,"Calendar Year (Jan - Dec), 2021"
338,India,23,Madhya Pradesh,Athner,2021,26.13,9.15,7.28,610,609,399,2021,"Calendar Year (Jan - Dec), 2021"
339,India,29,Karnataka,Athni,2021,90.44,21.9,3.34,1444,558,413,2021,"Calendar Year (Jan - Dec), 2021"
340,India,28,Andhra Pradesh,Athota,2021,0.19,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
341,India,33,Tamil Nadu,Athur,2021,8.29,3.61,1.67,240,240,130,2021,"Calendar Year (Jan - Dec), 2021"
342,India,33,Tamil Nadu,Athur,2021,12.9,5.3,2.4,358,318,184,2021,"Calendar Year (Jan - Dec), 2021"
343,India,19,West Bengal,Atla,2021,0.09,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
344,India,28,Andhra Pradesh,Atmakur,2021,5.11,0.34,0.34,15,15,15,2021,"Calendar Year (Jan - Dec), 2021"
345,India,28,Andhra Pradesh,Atmakur,2021,217.48,90.92,17.99,6044,1506,1262,2021,"Calendar Year (Jan - Dec), 2021"
346,India,28,Andhra Pradesh,Atmakur,2021,226.1,64.09,22.73,4269,2338,1679,2021,"Calendar Year (Jan - Dec), 2021"
347,India,24,Gujarat,Atodra,2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
348,India,8,Rajasthan,Atoon,2021,0.05,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
349,India,9,Uttar Pradesh,Atrauli,2021,0.19,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
350,India,9,Uttar Pradesh,Atrauli,2021,80.94,41.78,20.58,2783,2378,647,2021,"Calendar Year (Jan - Dec), 2021"
351,India,9,Uttar Pradesh,Atrauliya,2021,27.67,12.3,4.23,820,493,311,2021,"Calendar Year (Jan - Dec), 2021"
352,India,28,Andhra Pradesh,Atreyapuram,2021,9.05,5.43,2.83,362,362,210,2021,"Calendar Year (Jan - Dec), 2021"
353,India,21,Odisha,Attabira,2021,9.28,4.01,1.71,266,264,264,2021,"Calendar Year (Jan - Dec), 2021"
354,India,33,Tamil Nadu,Attayampatti,2021,2.26,1.03,0.23,69,57,21,2021,"Calendar Year (Jan - Dec), 2021"
355,India,29,Karnataka,Attibele,2021,48.03,5.73,4.16,304,293,254,2021,"Calendar Year (Jan - Dec), 2021"
356,India,28,Andhra Pradesh,Attili,2021,1.11,0.15,0.15,7,7,7,2021,"Calendar Year (Jan - Dec), 2021"
357,India,32,Kerala,Attingal,2021,18.12,4.64,2.74,314,298,276,2021,"Calendar Year (Jan - Dec), 2021"
358,India,33,Tamil Nadu,Attur,2021,42.82,18.23,10.51,1201,1170,728,2021,"Calendar Year (Jan - Dec), 2021"
359,India,5,Uttarakhand,Augustmuni,2021,26.7,11.03,3.96,357,214,188,2021,"Calendar Year (Jan - Dec), 2021"
360,India,27,Maharashtra,Aundha Nagnath,2021,44.6,11.94,0.07,795,71,7,2021,"Calendar Year (Jan - Dec), 2021"
361,India,29,Karnataka,Aurad,2021,44.92,16.54,1.47,1102,270,215,2021,"Calendar Year (Jan - Dec), 2021"
362,India,9,Uttar Pradesh,Auraiya,2021,94.05,38.15,16.44,2553,2240,823,2021,"Calendar Year (Jan - Dec), 2021"
363,India,9,Uttar Pradesh,Aurangabad,2021,6.37,1.12,1.12,49,49,49,2021,"Calendar Year (Jan - Dec), 2021"
364,India,10,Bihar,Aurangabad,2021,52.89,12.07,8.74,715,586,433,2021,"Calendar Year (Jan - Dec), 2021"
365,India,9,Uttar Pradesh,Aurangabad,2021,336.54,81.34,46.44,4809,4022,2529,2021,"Calendar Year (Jan - Dec), 2021"
366,India,27,Maharashtra,Aurangabad,2021,1428.18,207.77,180.96,9892,7814,7678,2021,"Calendar Year (Jan - Dec), 2021"
367,India,9,Uttar Pradesh,Aurangabad Bangar (CT),2021,0.18,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
368,India,27,Maharashtra,Aurangabad(CB),2021,52.35,7.25,7.25,313,313,313,2021,"Calendar Year (Jan - Dec), 2021"
369,India,9,Uttar Pradesh,Auras,2021,38.77,17.2,13.31,1147,1055,918,2021,"Calendar Year (Jan - Dec), 2021"
370,India,27,Maharashtra,Ausa,2021,21.9,4.51,0.83,284,204,39,2021,"Calendar Year (Jan - Dec), 2021"
371,India,33,Tamil Nadu,Avadi,2021,191.94,38.53,36.1,2311,2311,1432,2021,"Calendar Year (Jan - Dec), 2021"
372,India,33,Tamil Nadu,Avalpoondurai,2021,7.15,2.48,1.08,158,153,73,2021,"Calendar Year (Jan - Dec), 2021"
373,India,33,Tamil Nadu,Avalur,2021,0.87,0.11,0.11,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
374,India,33,Tamil Nadu,Avanashi,2021,123.28,21.82,8.34,1410,1032,700,2021,"Calendar Year (Jan - Dec), 2021"
375,India,33,Tamil Nadu,Avaniapuram,2021,10.35,1.24,1.24,67,67,67,2021,"Calendar Year (Jan - Dec), 2021"
376,India,28,Andhra Pradesh,Avanigadda,2021,337.12,136.82,10.3,9121,666,102,2021,"Calendar Year (Jan - Dec), 2021"
377,India,33,Tamil Nadu,A.Vellalapatti,2021,13.88,2.51,1.8,146,146,107,2021,"Calendar Year (Jan - Dec), 2021"
378,India,28,Andhra Pradesh,Avilala,2021,2.3,0.17,0.17,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
379,India,9,Uttar Pradesh,Awagarh,2021,29.74,12.94,6.76,863,604,449,2021,"Calendar Year (Jan - Dec), 2021"
380,India,1,Jammu And Kashmir,Awantipora,2021,8.43,2.13,0.5,147,93,17,2021,"Calendar Year (Jan - Dec), 2021"
381,India,33,Tamil Nadu,Ayakudi,2021,15.77,6.94,5.29,462,462,224,2021,"Calendar Year (Jan - Dec), 2021"
382,India,33,Tamil Nadu,Ayapakkam,2021,2.04,0.2,0.2,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
383,India,33,Tamil Nadu,Ayathur,2021,2.96,0.18,0.18,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
384,India,33,Tamil Nadu,Aygudi,2021,10.98,5.41,1.28,361,361,141,2021,"Calendar Year (Jan - Dec), 2021"
385,India,9,Uttar Pradesh,Ayodhya,2021,460.53,199.56,49.49,13309,6703,3245,2021,"Calendar Year (Jan - Dec), 2021"
386,India,33,Tamil Nadu,Ayothiapattinam,2021,11.25,3.38,2.49,225,225,99,2021,"Calendar Year (Jan - Dec), 2021"
387,India,33,Tamil Nadu,Ayyalur,2021,17.73,8.33,6.38,559,559,217,2021,"Calendar Year (Jan - Dec), 2021"
388,India,33,Tamil Nadu,Ayyampalayam,2021,11.64,5.15,3.57,341,341,175,2021,"Calendar Year (Jan - Dec), 2021"
389,India,33,Tamil Nadu,Ayyampettai,2021,14.06,6.4,5.07,425,348,96,2021,"Calendar Year (Jan - Dec), 2021"
390,India,28,Andhra Pradesh,Ayyannapalem,2021,0.11,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
391,India,9,Uttar Pradesh,Azamgarh,2021,103.49,38.47,11.59,2573,1215,721,2021,"Calendar Year (Jan - Dec), 2021"
392,India,9,Uttar Pradesh,Azamgarh,2021,58.37,26.02,11.83,1736,1134,825,2021,"Calendar Year (Jan - Dec), 2021"
393,India,33,Tamil Nadu,Azhagiapandipuram,2021,8.15,3.2,1.75,210,210,143,2021,"Calendar Year (Jan - Dec), 2021"
394,India,23,Madhya Pradesh,Babai,2021,51.68,17.74,8.77,1189,1119,729,2021,"Calendar Year (Jan - Dec), 2021"
395,India,9,Uttar Pradesh,Babarpur Ajitmal,2021,105.48,47.15,14.22,3142,2139,634,2021,"Calendar Year (Jan - Dec), 2021"
396,India,9,Uttar Pradesh,Baberu,2021,43.02,17.4,6.98,1160,953,371,2021,"Calendar Year (Jan - Dec), 2021"
397,India,9,Uttar Pradesh,Babina,2021,0.41,0.08,0.08,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
398,India,24,Gujarat,Babra,2021,16.66,3.83,3.39,175,174,146,2021,"Calendar Year (Jan - Dec), 2021"
399,India,9,Uttar Pradesh,Babrala,2021,17.33,7.2,2.29,480,318,173,2021,"Calendar Year (Jan - Dec), 2021"
400,India,9,Uttar Pradesh,Babugarh,2021,10.28,2.68,1.6,169,166,80,2021,"Calendar Year (Jan - Dec), 2021"
401,India,27,Maharashtra,Babulkheda,2021,1.14,0.15,0.15,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
402,India,6,Haryana,Babupur,2021,0.15,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
403,India,9,Uttar Pradesh,Bachhraon,2021,42.39,17.49,9.5,1166,999,544,2021,"Calendar Year (Jan - Dec), 2021"
404,India,9,Uttar Pradesh,Bachhrawan,2021,30.26,13.75,5.25,916,860,524,2021,"Calendar Year (Jan - Dec), 2021"
405,India,23,Madhya Pradesh,Badagaon,2021,31.67,11.98,6.29,798,651,264,2021,"Calendar Year (Jan - Dec), 2021"
406,India,23,Madhya Pradesh,Badagaon,2021,35.98,13.97,5.29,932,668,274,2021,"Calendar Year (Jan - Dec), 2021"
407,India,23,Madhya Pradesh,Badamalhera,2021,41.65,16.18,8.61,1079,1016,274,2021,"Calendar Year (Jan - Dec), 2021"
408,India,29,Karnataka,Badami,2021,44.8,12.39,2.99,823,545,214,2021,"Calendar Year (Jan - Dec), 2021"
409,India,1,Jammu And Kashmir,Badami Bagh,2021,0.48,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
410,India,36,Telangana,Badangpet,2021,226.25,21.33,21.31,1047,847,751,2021,"Calendar Year (Jan - Dec), 2021"
411,India,8,Rajasthan,Badanpura,2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
412,India,18,Assam,Badarpur,2021,17.9,10.88,6.85,724,571,182,2021,"Calendar Year (Jan - Dec), 2021"
413,India,23,Madhya Pradesh,Badarwas,2021,52.84,19.61,11.69,1303,1300,877,2021,"Calendar Year (Jan - Dec), 2021"
