srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Maximum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Concentration of Nitrogen Dioxide (NO2) (Annual Average),YearCode,Year
2019,Jammu & Kashmir,Jammu,"Regional Office, Jammu",66.0,6.0,26.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",62.0,10.0,24.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,73.0,9.0,25.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Barajamda,Barajamda U.M. Office,91.0,18.0,28.0,23.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Dhanbad,R.O. Dhanbad,102.0,30.0,43.0,36.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Dhanbad,"EMTI, Bastacola",75.0,28.0,44.0,34.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Dhanbad,"CGM Office, Kusunda",100.0,28.0,43.0,34.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,93.0,37.0,54.0,48.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,91.0,37.0,52.0,47.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Jharia,M.A.D.A.,105.0,29.0,41.0,35.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",96.0,35.0,121.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Saraikela,"RO Building, Adityapur",91.0,39.0,53.0,46.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Jharkhand,Sindri,BIT / PDIL,73.0,24.0,40.0,33.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,85.0,8.0,32.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"Graphite India, White Field Road",83.0,15.0,41.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"AMCO Batteries, Mysore Road",107.0,18.0,41.0,28.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",80.0,11.0,39.0,24.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,Peenya Industrial Area,52.0,18.0,38.0,30.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,Victoria hospital,103.0,14.0,38.0,25.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,Yeshwanthpura police station,100.0,14.0,38.0,28.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"Jnanabharathi, Bangalore University",102.0,9.0,32.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"RV College of Engineering, Mysore Road",1.0,18.0,18.0,,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",108.0,14.0,40.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Belgaum,Karnataka SPCB Office Building,52.0,9.0,27.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bidar,KSPCB Office Premises,59.0,5.0,16.0,9.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Bijapur,KSPCB Office Premises,36.0,9.0,33.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Chitradurga,KSPCB Office Premises,105.0,5.0,11.0,6.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Devanagere,"Regional Office building, KSPCB",94.0,5.0,14.0,8.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road / Traffic Police Station",80.0,9.0,41.0,19.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",102.0,5.0,11.0,7.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Gulbarga / Kalaburgi,Government Hospital,58.0,8.0,28.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Hassan,KSRTC bus stand building,104.0,14.0,27.0,20.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,HubliDharwad,"Lakkamanahalli Industrial Area, Dharwad",105.0,13.0,23.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,HubliDharwad,"Rani Chennamma Circle, Hubli",104.0,14.0,26.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Kolar,"KSPCB Office Premises, Kolar",98.0,17.0,40.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Mangalore,Baikampady Industrial Area,92.0,9.0,11.0,10.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",111.0,12.0,34.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Mysore,KSPCB Bldg. Hebbal Ind. Area,1.0,11.0,11.0,,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Raichur,"KSPCB Office Premises, Raichur",77.0,5.0,27.0,11.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",100.0,5.0,14.0,6.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Karnataka,Timukuru,KSPCB Office Premises,103.0,17.0,42.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Alappuzha,"District Office, Alissery Road",107.0,5.0,5.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Alappuzha,"DC Mills, Pathirappally",25.0,5.0,5.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Alappuzha,William Goodacre Power House Bridge,71.0,5.0,10.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,"Eloor I, FACT, Ambalamughal",107.0,6.0,31.0,19.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,Eloor II,102.0,10.0,43.0,23.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,Irumpanam,105.0,5.0,35.0,11.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,Ernakulum South,65.0,5.0,32.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,VYTTILA,105.0,5.0,33.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,MG Road Bank Ernakulum,105.0,5.0,31.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,KALAMASSERY / CSIR Complex,103.0,5.0,31.0,10.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kochi,Kuttipadam,42.0,7.0,20.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kollam,"KSPCB, District Office, Kadappakada",110.0,5.0,8.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kollam,KMML Chavara,110.0,5.0,9.0,7.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kottayam,Kottayam,119.0,12.0,13.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kottayam,Vadavathoor,119.0,12.0,14.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kozhikode,Kozhikode City,103.0,5.0,13.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Kozhikode,Nallalam,67.0,5.0,11.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Malapuram,"Kakkanchery, Sijmak oils",107.0,9.0,21.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Palakkad,SEPR Refractories India Ltd.,98.0,5.0,28.0,7.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",100.0,14.0,19.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thiruvananthap uram,PRS Hospital/COSMO,105.0,8.0,29.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thiruvananthap uram,SMV School,105.0,7.0,32.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thiruvananthap uram,VELI / HiTech Chackai,105.0,10.0,40.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thiruvananthap uram,PETTAH / Sasthamangalam(plamadou),105.0,8.0,34.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thissur,"KSPCB, District Office, Poonkunnam",104.0,5.0,20.0,6.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Thissur,Thissur/ Peringandoor,74.0,5.0,12.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Kerala,Wayanad,Wayanad,79.0,5.0,5.0,5.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Naharlagun,APSPCB Office compound,35.0,5.0,14.0,7.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bongaigaon,"Oil India Ltd. PS6, Chirang",70.0,10.0,20.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bongaigaon,Barpara Office Building,86.0,10.0,18.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Daranga,"BATAD, Sandoop Jhankar town of Bhutan, Baska",94.0,10.0,21.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Dibrugarh,Dibrugarh Office Building,89.0,9.0,18.0,11.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Golaghat,Golaghat Office Building,80.0,9.0,16.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"Head Office, Bamunimaidam",134.0,9.0,36.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"Boragaon, IASST, Kamrup",114.0,12.0,21.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"Guwahati University, Kamrup",117.0,11.0,22.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"ITI Building, Gopinath Nagar",117.0,10.0,30.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"Khanapara, Central Dairy, Kamrup",129.0,10.0,34.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Guwahati,"Near Pragjyotish College, Santipur",133.0,11.0,27.0,16.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Margherita,Coal India Office,91.0,9.0,18.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Amlai,HJI,60.0,15.0,26.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Amlai,OPM,69.0,14.0,22.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",72.0,5.0,39.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,CETP Govindpura,88.0,8.0,32.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",36.0,5.0,11.0,9.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",69.0,5.0,53.0,20.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",71.0,9.0,56.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",74.0,5.0,30.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",77.0,5.0,41.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Bhopal,Arera Colony,82.0,5.0,24.0,10.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Chhindwara,"HIG 33, Front of Geetanali Park Housing",96.0,8.0,21.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Chhindwara,"Board Colony, Chadagaon",,,,,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",88.0,7.0,19.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Dewas,EID Perry (I) Limited,94.0,16.0,35.0,26.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Tamilnadu,Chennai,Nunbakgum,60.0,15.0,29.0,20.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Dewas,Dewas Metal Section,93.0,13.0,35.0,26.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Dewas,Vikas Nagar,96.0,16.0,35.0,26.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Gwalior,Dindayal Nagar,90.0,8.0,44.0,23.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Gwalior,Maharaj Bada,93.0,10.0,46.0,24.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",103.0,7.0,67.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Indore,"Kothari Market, M.G. Road",109.0,7.0,30.0,17.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",109.0,12.0,33.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Jabalpur,Vijay Nagar,101.0,11.0,19.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,101.0,15.0,22.0,19.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Katni,"HIG4 Housing Board Colony Jhinjhri, Katni",96.0,17.0,36.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",72.0,21.0,36.0,29.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Nagda,Chem. D. Labour Club,79.0,7.0,25.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Nagda,B C I Labour Club,80.0,8.0,21.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Nagda,Grasim Kalyan Kendra,75.0,9.0,20.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector2",94.0,11.0,22.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector3",112.0,11.0,24.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Sagar,Pt.Deendayal Nagar,96.0,5.0,21.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Sagar,"Katra Bazar, Sagar",101.0,5.0,32.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Satna,Subdivisional Office E/M Light Machniery,73.0,7.0,20.0,11.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",75.0,5.0,34.0,10.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Singrauli,Jayant Township,83.0,20.0,112.0,49.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",81.0,19.0,107.0,49.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Singrauli,Waidhan,87.0,19.0,94.0,47.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Ujjain,District Office,66.0,10.0,15.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Ujjain,Regional Office,75.0,8.0,16.0,11.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Ujjain,Mahakal Temple,51.0,8.0,16.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,49.0,10.0,21.0,12.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Uttar Pradesh,Meerut,Begum Bridge,59.0,70.0,85.0,78.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",88.0,12.0,15.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Akola,"MIDC Water Work, PhashII, MIDC Akola",143.0,12.0,19.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Akola,"College Of Engineering & Tech, Akola",196.0,12.0,19.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Dombivali/Ambernath,Ambernath Municipal Council Office,131.0,21.0,129.0,66.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Amravati,"Apurva Oil Industries, A23, MIDC",215.0,9.0,25.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",92.0,9.0,18.0,14.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",154.0,9.0,25.0,15.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Aurangabad,S.B.E.S. College,144.0,19.0,68.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Aurangabad,Collector Ofiice,127.0,10.0,65.0,33.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",91.0,22.0,65.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Badlapur,BIWA Office,187.0,19.0,120.0,60.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",101.0,31.0,69.0,44.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Bhiwandi,"Fire Brigade Office, I.G.M. Hospital",165.0,31.0,69.0,44.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Bhiwandi,"Regional Office, M.P.C. Board, Kalyan",237.0,31.0,69.0,43.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,Grampanchat Ghughus,94.0,12.0,49.0,28.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,M.I.D.C. Chandrapur,101.0,18.0,46.0,29.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,Nagar Parishad,163.0,10.0,85.0,30.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,"Gadchandur Gram Panchayat, Rajura",97.0,18.0,47.0,29.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,"MIDC, Tadali",97.0,14.0,45.0,29.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",99.0,19.0,43.0,29.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,190.0,20.0,120.0,60.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Jalgaon,B. J. Market,94.0,28.0,36.0,32.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Jalgaon,Girna water tank,213.0,27.0,38.0,32.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Jalgaon,MIDC Jalgaon,154.0,27.0,38.0,33.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",104.0,33.0,51.0,39.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",172.0,33.0,52.0,40.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Kolhapur,"University Campus, Shivaji University",80.0,10.0,33.0,20.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",147.0,10.0,82.0,38.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",203.0,10.0,82.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Latur,MIDC Water Works,239.0,18.0,27.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,104.0,18.0,27.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,172.0,18.0,27.0,20.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Mumbai,"Bank of India, Kalbadevi /Branch, Kalbadevi/ VARSOVA",84.0,5.0,73.0,27.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Mumbai,"Parel TT, Ambedkar Road",88.0,7.0,73.0,30.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Mumbai,Worli,87.0,6.0,71.0,26.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,Institution of Engineers,100.0,29.0,57.0,39.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",96.0,29.0,60.0,41.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,MIDC Office Hingana Road,100.0,23.0,56.0,42.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",82.0,5.0,63.0,22.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",79.0,6.0,41.0,18.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",74.0,8.0,83.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",321.0,22.0,56.0,38.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nashik,R.T.O. Colony Tank,154.0,8.0,42.0,22.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",104.0,8.0,42.0,22.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nashik,Nashik Municipal Council Building,218.0,8.0,42.0,22.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",305.0,6.0,72.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",103.0,17.0,75.0,48.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",229.0,22.0,67.0,45.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",168.0,35.0,73.0,47.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,103.0,35.0,68.0,48.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",168.0,35.0,75.0,48.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",229.0,28.0,75.0,47.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,PimpriChinchwad,"Bank of Baroda Builing, Near M.C Builiding",199.0,23.0,176.0,78.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",62.0,21.0,178.0,72.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Pune,State Electricity Board BLDG Nalstop,113.0,25.0,254.0,87.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Pune,Swargate Police Chawki,33.0,48.0,178.0,101.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",99.0,10.0,87.0,34.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Sangli,Sangli Miraj Primary school Building,226.0,10.0,102.0,42.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Sangli,Krishna Valley School,163.0,10.0,102.0,39.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Solapur,WIT Campus,102.0,31.0,39.0,35.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Solapur,Voronoko School / Chitale Clinic,144.0,31.0,39.0,35.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",24.0,33.0,40.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Thane,"Shahu Market,Naupada, Thane West",49.0,33.0,45.0,37.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Thane,"Kolshet and Balkum, Thane West",73.0,32.0,45.0,36.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,99.0,18.0,83.0,48.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Maharashtra,Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",107.0,24.0,110.0,63.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Manipur,Imphal,Secretariat Building,57.0,5.0,52.0,21.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Meghalaya,Byrnihat,"EPIP, RiBhoi district",121.0,5.0,18.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
2019,Meghalaya,Dawki,"Terrace building, Jaintia Hills District",121.0,5.0,18.0,13.0,2019,"Calendar Year (Jan - Dec), 2019"
