srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average),YearCode,Year
2013,Karnataka,Mysore,"Mothi Theatre, Gandhi Circle, P.B. Road",101.0,4.0,11.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",98.0,3.0,19.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Devanagere,"Regional Office building, KSPCB",97.0,2.0,8.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Raichur,"KSPCB Office Premises, Raichur",72.0,6.0,12.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",87.0,2.0,6.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",103.0,3.0,13.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Kolar,"KSPCB Office Premises, Kolar",78.0,5.0,8.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Bidar,"KSPCB Office Premises, Bidar",39.0,5.0,7.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Karnataka,Gulbarga / Kalaburgi,Government Hospital,82.0,2.0,9.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,"District Office, Alissery Road",118.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,"DC Mills, Pathirappally",117.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,"Eloor I, FACT, Ambalamughal",108.0,2.0,3.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,Eloor II,108.0,2.0,3.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Alappuzha,Irumpanam,106.0,2.0,7.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,Ernakulum South,107.0,2.0,10.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,VYTTILA,109.0,2.0,18.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,MG Road Bank Ernakulum,107.0,2.0,9.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kochi,KALAMASSERY / CSIR Complex,109.0,2.0,11.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kollam,"KSPCB, District Office, Kadappakada",117.0,2.0,5.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kollam,KMML Chavara,117.0,3.0,8.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kottayam,Kottayam,117.0,5.0,10.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kottayam,Vadavathoor,115.0,5.0,10.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kozhikode,Kozhikode City,113.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Kozhikode,Nallalam,114.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Malapuram,"Kakkanchery, Sijmak oils",120.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Palakkad,SEPR Refractories India Ltd.,111.0,2.0,12.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Pathanamitta,"KSPCB, Makkamkunnu",120.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Wayanad,Sulthan Bathery,115.0,2.0,5.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,SMV School,104.0,6.0,8.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,VELI / HiTech Chackai,104.0,7.0,20.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,103.0,6.0,8.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thiruvananthapuram,"Hamidia Road, MP Hastshilp Vikas Nigam",46.0,2.0,9.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Kerala,Thissur,"KSPCB, District Office, Poonkunnam",117.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,C E T P Govindpura,60.0,2.0,7.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",51.0,2.0,17.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Bhopal,EID Perry (I) Limited,16.0,13.0,17.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Dewas,Dewas Metal Section,29.0,14.0,18.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Dewas,Vikas Nagar,28.0,14.0,18.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Gwalior,Dindayal Nagar,83.0,9.0,14.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Gwalior,Maharaj Bada,82.0,11.0,17.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Gwalior,"M.P. Laghu Udyog, Pologround",76.0,5.0,13.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Indore,"Kothari Market, M.G. Road",85.0,5.0,13.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",113.0,5.0,27.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Jabalpur,Vijay Nagar,86.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Jabalpur,Chem. D. Labour Club,54.0,22.0,50.0,37.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Nagda,B C I Labour Club,55.0,13.0,29.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Nagda,Grasim Kalyan Kendra,59.0,10.0,32.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Sagar,Pt.Deendayal Nagar,66.0,2.0,5.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Sagar,District Office,77.0,9.0,36.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Ujjain,Regional Office,56.0,6.0,10.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Madhya Pradesh,Ujjain,Mahakal Temple,63.0,6.0,15.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,101.0,11.0,68.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Dombivali/Ambernath,Ambernath Municipal Council Office,103.0,14.0,61.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Dombivali/Ambernath,"Apurva Oil Industries, A23, MIDC",96.0,7.0,16.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",68.0,7.0,13.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",102.0,8.0,16.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Amravati,S.B.E.S. College,102.0,8.0,19.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Aurangabad,Collector Ofiice,97.0,6.0,21.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",100.0,7.0,16.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Badlapur,BIWA Office,97.0,13.0,80.0,25.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Badlapur,Grampanchat Ghughus,96.0,2.0,85.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Badlapur,M.I.D.C. Chandrapur,94.0,3.0,122.0,21.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,Nagar Parishad,104.0,2.0,105.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,"Gadchandur Gram Panchayat, Rajura",80.0,2.0,79.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",92.0,2.0,63.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Chandrapur,B. J. Market,90.0,12.0,26.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Jalgaon,Girna water tank,95.0,11.0,21.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Jalgaon,MIDC Jalgaon,96.0,14.0,35.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Jalgaon,"University Campus, Shivaji University",72.0,7.0,22.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",103.0,11.0,38.0,26.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",98.0,9.0,34.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Kolhapur,MIDC Water Works,104.0,4.0,18.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,103.0,4.0,18.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,103.0,4.0,22.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Lote,MIDC Chalkewadi,64.0,8.0,15.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Lote,"Pump House, CETP",62.0,8.0,15.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",92.0,2.0,10.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Mumbai,"Parel TT, Ambedkar Road",84.0,2.0,9.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Mumbai,Worli,90.0,2.0,9.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,Institution of Engineers,107.0,8.0,16.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",104.0,7.0,17.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,MIDC Office Hingana Road,105.0,7.0,18.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",94.0,2.0,19.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",89.0,2.0,37.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",80.0,2.0,37.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",292.0,5.0,26.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nashik,R.T.O. Colony Tank,105.0,19.0,42.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",103.0,19.0,43.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nashik,Nashik Municipal Council Building,103.0,20.0,45.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",309.0,18.0,39.0,28.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",86.0,8.0,30.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",86.0,8.0,24.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",85.0,7.0,26.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,85.0,7.0,26.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",85.0,7.0,24.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",86.0,8.0,27.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",104.0,12.0,63.0,23.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Pune,State Electricity Board BLDG Nalstop,104.0,10.0,49.0,18.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Pune,Swargate Police Chawki,101.0,10.0,45.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Pune,"Bank of Baroda Builing, Near PimpriChinchwad M.C Builiding",304.0,11.0,63.0,20.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",104.0,5.0,17.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Sangli,Sangli Miraj Primary school Building,104.0,5.0,18.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Sangli,Krishna Valley School,104.0,5.0,25.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Solapur,WIT Campus,94.0,14.0,19.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2021,Kerala,Kottayam,,,,,2.0,2021,"Calendar Year (Jan - Dec), 2021"
2013,Maharashtra,Solapur,Voronoko School / Chitale Clinic,88.0,14.0,21.0,16.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",113.0,9.0,26.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Thane,"Shahu Market,Naupada, Thane West",116.0,10.0,28.0,17.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Thane,"Kolshet and Balkum, Thane West",114.0,9.0,24.0,15.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,101.0,11.0,65.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",99.0,13.0,71.0,24.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",91.0,7.0,12.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",102.0,9.0,14.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",59.0,5.0,8.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Akola,"MIDC Water Work, PhashII, MIDC Akola",59.0,5.0,11.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Akola,"College Of Engineering & Tech, Akola",58.0,6.0,10.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nanded,Ganesh Nagar,102.0,3.0,42.0,19.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nanded,"Mutha Chowk, Vazirabad",104.0,2.0,53.0,27.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Maharashtra,Nanded,"Industrial Area, MIDC, CIDCO",105.0,6.0,102.0,53.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Byrnihat,"EPIP, RiBhoi district",103.0,14.0,45.0,22.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Dawki,"Terrace building,Jaintia Hills District",103.0,2.0,7.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",90.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Nongstoin,"Office Premises of E.E, PHED, Nongstoin Division",76.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",101.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,Shillong,State Tuberculosis Hospital,100.0,2.0,6.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Meghalaya,khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",68.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Aizawl,"Khatla, M.GRoad, Mizoram SPCB",104.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Aizawl,Laipuitlang,103.0,2.0,7.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Aizawl,Bawngkawn,103.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",103.0,2.0,7.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",105.0,2.0,7.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",106.0,2.0,3.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",106.0,2.0,4.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",105.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",104.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",97.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Mizoram,Champhai,"Lalzidinga building, Vengthlang",103.0,2.0,4.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Nagaland,Dimapur,Bank Colony,98.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Nagaland,Dimapur,Dhobinala,97.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Nagaland,Kohima,Opposite NST Office,101.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Nagaland,Kohima,Opposite War Cemetery,101.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Angul,Industrial Estate,103.0,4.0,13.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Angul,NALCO Township,103.0,4.0,13.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Balasore,Sahadevkhunta,103.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Balasore,DIC office,84.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Balasore,Rasalpur near Balgopalpur I/A,79.0,5.0,19.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Berhampur,Regional Office Orissa SPCB,104.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Puri,Sarvodaya Nagar Puri,76.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Puri,"TOWN POLICE STATION, PURI",45.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Bhubneshwar,Capital Police Station,92.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Bhubneshwar,IRC Village,93.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Bhubneshwar,SPCB Building,91.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",78.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Bhubneshwar,"Patrapara, Khandagiri",86.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Cuttack,"Roof of Traffic Tower, Badambadi",102.0,2.0,4.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Cuttack,P.H.D Office Barabati,101.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",102.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Rayagada,Regional Office Orissa SPCB,104.0,2.0,6.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Rayagada,"LPS High School, Jaykaypur",104.0,2.0,8.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Paradeep,On roof of PPT Staff Quarter,52.0,2.0,10.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Paradeep,On roof of PPL Gueest,80.0,2.0,7.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Paradeep,On roof of STP building IFFCO,79.0,2.0,16.0,4.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Rourkela,"Regional Office, ORPB",104.0,5.0,6.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Rourkela,Kalunga Industrial Estate,53.0,3.0,6.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2021,Kerala,Kozhikode,,,,,3.0,2021,"Calendar Year (Jan - Dec), 2021"
2013,Odisha,Rourkela,"DISIR, Rajgangpur",94.0,4.0,6.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Rourkela,"IDL Police Outpost, Sonaparbat",104.0,4.0,6.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",106.0,2.0,6.0,3.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Talcher,Coal Field Area,105.0,4.0,12.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Talcher,T.T.P.S.Colony,105.0,5.0,13.0,9.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Konark,Konark Police Station,85.0,2.0,2.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,77.0,2.0,4.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",77.0,2.0,3.0,2.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Puducherry,Puducherry,"DSTC Office Upstairs, AnnaNagar",82.0,3.0,8.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,89.0,5.0,9.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Puducherry,Puducherry,Chamber Of Commerce,83.0,2.0,7.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Amritsar,R.O. Focal Point,84.0,11.0,15.0,12.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Amritsar,"A1,Platers",73.0,11.0,16.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",52.0,5.0,10.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",135.0,4.0,15.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",119.0,4.0,12.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Pathankot/Dera Baba,CPYTE Building,90.0,5.0,11.0,8.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",132.0,4.0,11.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",130.0,4.0,12.0,7.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",124.0,4.0,12.0,6.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Jalandhar,Municipal Council Tubewell No. 27,129.0,10.0,16.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Jalandhar,Regional Office,127.0,10.0,17.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Jalandhar,"Punjab Maltex , Kapurthala Road",140.0,11.0,17.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Jalandhar,Focal Point,127.0,10.0,16.0,14.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Khanna,"Markfed Vanaspati, Khanna",120.0,7.0,18.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Khanna,"AS School, Khanna",123.0,7.0,19.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Ludhiana,Bharat Nagar Chowk,130.0,6.0,16.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",132.0,8.0,18.0,13.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",131.0,6.0,22.0,10.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",132.0,5.0,18.0,11.0,2013,"Calendar Year (Jan - Dec), 2013"
2013,Punjab,Naya Nangal,Punjab Alkalis & Chemicals Ltd,90.0,4.0,9.0,5.0,2013,"Calendar Year (Jan - Dec), 2013"
