Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
160,India,1,Jammu And Kashmir,3,Baramulla,7006,Bijhama,2018,"Calendar Year (Jan - Dec), 2018",106.22,19.2,1062.17,4
161,India,1,Jammu And Kashmir,3,Baramulla,7007,Chandil Wangam,2016,"Calendar Year (Jan - Dec), 2016",28.281835675355,3.68066179680187,353.486874049905,0.44169663712876793592
162,India,1,Jammu And Kashmir,3,Baramulla,7007,Chandil Wangam,2018,"Calendar Year (Jan - Dec), 2018",31.67,5,316.66,1
163,India,1,Jammu And Kashmir,3,Baramulla,7009,Kandi Rafiabad,2016,"Calendar Year (Jan - Dec), 2016",50.38,6.3,629.9,3
164,India,1,Jammu And Kashmir,3,Baramulla,7009,Kandi Rafiabad,2018,"Calendar Year (Jan - Dec), 2018",65.26,6.39,645.21,2
165,India,1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,2011,"Calendar Year (Jan - Dec), 2011",0.0574834845148387,0.0328315018366644,2.58410371926706,0.01768722600456574880
166,India,1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,2016,"Calendar Year (Jan - Dec), 2016",42.3254117915288,4.33565630935131,532.025781798191,0.68902096122273128998
167,India,1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,2018,"Calendar Year (Jan - Dec), 2018",8.6068851502674,0.842190213437151,80.4881168881306,0.29379959425615451076
168,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2011,"Calendar Year (Jan - Dec), 2011",0.167985716883169,0.0455290639944467,7.55160407280955,0.05168791288712903291
169,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2016,"Calendar Year (Jan - Dec), 2016",1.38058415321522,0.216263053973622,26.0579444029172,0.10337582577425806582
170,India,1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,2018,"Calendar Year (Jan - Dec), 2018",122.46,14,1224.58,2
171,India,1,Jammu And Kashmir,3,Baramulla,7012,Nadihal,2016,"Calendar Year (Jan - Dec), 2016",11.5169611606272,3.18692068189336,215.301042059723,0.58010214039424891029
172,India,1,Jammu And Kashmir,3,Baramulla,7012,Nadihal,2018,"Calendar Year (Jan - Dec), 2018",28.2624641649219,3.69544984002123,282.655278466742,1.14888065711064583668
173,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2012,"Calendar Year (Jan - Dec), 2012",0.203451541618436,0.0395932679275794,3.39146453751447,0.03633063243186362201
174,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2016,"Calendar Year (Jan - Dec), 2016",29.4864816862924,4.28380577932025,598.006696306857,1.69493153957919172036
175,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2017,"Calendar Year (Jan - Dec), 2017",0.734605387772282,0.0580701262937831,9.17893428391034,0.03633063243186362201
176,India,1,Jammu And Kashmir,3,Baramulla,7013,Narwah,2018,"Calendar Year (Jan - Dec), 2018",63.26,7.7,632.5,1
177,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2011,"Calendar Year (Jan - Dec), 2011",0,8,570.09,2
178,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2016,"Calendar Year (Jan - Dec), 2016",85.05,8.5,1063.35,2
179,India,1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,2018,"Calendar Year (Jan - Dec), 2018",33.27,3.5,332.74,1
180,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2011,"Calendar Year (Jan - Dec), 2011",0,5,554.76,1
181,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2012,"Calendar Year (Jan - Dec), 2012",92.9,30.9,1548.29,3
182,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2016,"Calendar Year (Jan - Dec), 2016",0,24.4,2230.66,6
183,India,1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,2018,"Calendar Year (Jan - Dec), 2018",140.87,24.4,1408.74,6
184,India,1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,2012,"Calendar Year (Jan - Dec), 2012",0.0590760812375039,0.0178502730902862,0.984777175628749,0.01054930022098284752
185,India,1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,2016,"Calendar Year (Jan - Dec), 2016",0,0.186914597523775,13.5831282744377,0.06089505094835310020
186,India,1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,2017,"Calendar Year (Jan - Dec), 2017",0.213306850468273,0.0261804005324198,2.66528070083132,0.01054930022098284752
187,India,1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,2018,"Calendar Year (Jan - Dec), 2018",1.97992518505603,0.299951230549436,19.3568672827276,0.08898540157555199795
188,India,1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,2011,"Calendar Year (Jan - Dec), 2011",0.0802339441200832,0.0432788631057258,3.60682438029051,0.02468736742156407200
189,India,1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,2016,"Calendar Year (Jan - Dec), 2016",15.1019241790736,2.39388427125558,192.977446852453,0.37776319767267858684
190,India,1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,2018,"Calendar Year (Jan - Dec), 2018",35.06,3.3,350.57,1
191,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2011,"Calendar Year (Jan - Dec), 2011",10.5644702595693,5.05065059898568,219.329823637588,0.38070163097547004854
192,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2016,"Calendar Year (Jan - Dec), 2016",0,3,230.83,1
193,India,1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,2018,"Calendar Year (Jan - Dec), 2018",67.46,7.98,674.62,3
194,India,1,Jammu And Kashmir,3,Baramulla,7019,Wailoo,2011,"Calendar Year (Jan - Dec), 2011",0.0712388129053112,0.0226841693147853,3.20245863552799,0.02191963474009575951
195,India,1,Jammu And Kashmir,3,Baramulla,7019,Wailoo,2016,"Calendar Year (Jan - Dec), 2016",0.585473443907958,0.10774980424523,11.0505646578719,0.04383926948019151902
196,India,1,Jammu And Kashmir,3,Baramulla,7019,Wailoo,2018,"Calendar Year (Jan - Dec), 2018",0.625817776173759,0.093356425566486,6.2130866060785,0.04746437437798702932
197,India,1,Jammu And Kashmir,4,Doda,37,Assar,2011,"Calendar Year (Jan - Dec), 2011",0,10.9438554118193,833.145695772254,0.79264924580412152114
198,India,1,Jammu And Kashmir,4,Doda,37,Assar,2012,"Calendar Year (Jan - Dec), 2012",1.8828694980695,0.65380029043663,31.3770683397683,0.03718146718146718147
199,India,1,Jammu And Kashmir,4,Doda,37,Assar,2016,"Calendar Year (Jan - Dec), 2016",131.360229885057,37.6775830571655,3160.86790229885,4.12356321839080459770
200,India,1,Jammu And Kashmir,4,Doda,37,Assar,2017,"Calendar Year (Jan - Dec), 2017",49.32382,9.39175387092844,616.544358181818,0.67836363636363636364
201,India,1,Jammu And Kashmir,4,Doda,37,Assar,2018,"Calendar Year (Jan - Dec), 2018",62.2262963636364,12.1393414395511,777.859230909091,0.67836363636363636364
202,India,1,Jammu And Kashmir,4,Doda,39,Bhaderwah,2011,"Calendar Year (Jan - Dec), 2011",22.57,9.25,384.93,2
203,India,1,Jammu And Kashmir,4,Doda,39,Bhaderwah,2012,"Calendar Year (Jan - Dec), 2012",14.72,6,245.39,1
204,India,1,Jammu And Kashmir,4,Doda,39,Bhaderwah,2016,"Calendar Year (Jan - Dec), 2016",159.05,32.06,2458.42,5
205,India,1,Jammu And Kashmir,4,Doda,39,Bhaderwah,2017,"Calendar Year (Jan - Dec), 2017",87.67,15.7,1095.91,1
206,India,1,Jammu And Kashmir,4,Doda,39,Bhaderwah,2018,"Calendar Year (Jan - Dec), 2018",143.4,21.67,1793.08,4
207,India,1,Jammu And Kashmir,4,Doda,40,Bhagwah,2011,"Calendar Year (Jan - Dec), 2011",21.6,6,339.26,1
208,India,1,Jammu And Kashmir,4,Doda,40,Bhagwah,2012,"Calendar Year (Jan - Dec), 2012",54.7669214332306,25.0936678872006,912.8014723678,1.29656537483973998516
209,India,1,Jammu And Kashmir,4,Doda,40,Bhagwah,2016,"Calendar Year (Jan - Dec), 2016",83.3108081603275,13.7911480537094,1041.40130907128,1.94484806225960997774
210,India,1,Jammu And Kashmir,4,Doda,40,Bhagwah,2017,"Calendar Year (Jan - Dec), 2017",0,0,150.090407791448,1.29656537483973998516
211,India,1,Jammu And Kashmir,4,Doda,40,Bhagwah,2018,"Calendar Year (Jan - Dec), 2018",17.5036325603365,2.13607255568733,219.683554285971,0.64828268741986999258
212,India,1,Jammu And Kashmir,4,Doda,41,Bhalessa(Gandoh),2011,"Calendar Year (Jan - Dec), 2011",23.628583012688,12.4355452527597,520.685155976723,1.83499220911374693930
213,India,1,Jammu And Kashmir,4,Doda,41,Bhalessa(Gandoh),2016,"Calendar Year (Jan - Dec), 2016",0,7.55405137035676,634.833371875344,0.84726351723378482546
214,India,1,Jammu And Kashmir,4,Doda,41,Bhalessa(Gandoh),2018,"Calendar Year (Jan - Dec), 2018",79.1810120030834,11.1381936112552,562.887990309437,2.11815879308446206365
215,India,1,Jammu And Kashmir,4,Doda,43,Doda,2011,"Calendar Year (Jan - Dec), 2011",64.0836336700337,29.933686808869,1041.15902390572,3.80996632996632996632
216,India,1,Jammu And Kashmir,4,Doda,43,Doda,2012,"Calendar Year (Jan - Dec), 2012",26.11,11.56,435.26,1
217,India,1,Jammu And Kashmir,4,Doda,43,Doda,2016,"Calendar Year (Jan - Dec), 2016",167.96,26.375,2664.89,4
218,India,1,Jammu And Kashmir,4,Doda,43,Doda,2018,"Calendar Year (Jan - Dec), 2018",76.2346669270388,13.8566179783654,952.905715331852,1.38106280664925427784
219,India,1,Jammu And Kashmir,4,Doda,45,Gundana,2011,"Calendar Year (Jan - Dec), 2011",3.19636632996633,5.02245777931169,269.875280322022,0.39738442422954851254
220,India,1,Jammu And Kashmir,4,Doda,45,Gundana,2012,"Calendar Year (Jan - Dec), 2012",48.7571305019305,19.3461997095634,812.512931660232,0.96281853281853281853
221,India,1,Jammu And Kashmir,4,Doda,45,Gundana,2016,"Calendar Year (Jan - Dec), 2016",189.54,34,2369.27,3
222,India,1,Jammu And Kashmir,4,Doda,45,Gundana,2017,"Calendar Year (Jan - Dec), 2017",12.90272,2.70852748303334,161.283112727273,0.17745454545454545455
223,India,1,Jammu And Kashmir,4,Doda,45,Gundana,2018,"Calendar Year (Jan - Dec), 2018",20.0803415616561,4.36485181806351,251.010877281004,0.24633925753988243309
224,India,1,Jammu And Kashmir,4,Doda,48,Marmat,2016,"Calendar Year (Jan - Dec), 2016",75.37,37,2460.15,2
225,India,1,Jammu And Kashmir,4,Doda,48,Marmat,2018,"Calendar Year (Jan - Dec), 2018",107.89,22,1346.72,1
226,India,1,Jammu And Kashmir,4,Doda,54,Thathri,2011,"Calendar Year (Jan - Dec), 2011",17.6901454555805,16.5667992116806,1045.92526372719,1.57245737382938145798
227,India,1,Jammu And Kashmir,4,Doda,54,Thathri,2012,"Calendar Year (Jan - Dec), 2012",18.4134758475421,6.39485928938461,307.022302240187,1.04830491588625430532
228,India,1,Jammu And Kashmir,4,Doda,54,Thathri,2016,"Calendar Year (Jan - Dec), 2016",0,42.7,3319.13,2
229,India,1,Jammu And Kashmir,4,Doda,54,Thathri,2017,"Calendar Year (Jan - Dec), 2017",0,0,217.96,1
230,India,1,Jammu And Kashmir,4,Doda,54,Thathri,2018,"Calendar Year (Jan - Dec), 2018",309.63,50.7,3104.45,4
231,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2011,"Calendar Year (Jan - Dec), 2011",8.94,16.32,669.01,1
232,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2012,"Calendar Year (Jan - Dec), 2012",29.7130785667694,5.15633211279937,495.2285276322,0.70343462516026001484
233,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2016,"Calendar Year (Jan - Dec), 2016",73.118961954615,10.856268889125,1236.82078862987,1.93158871934958542456
234,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2017,"Calendar Year (Jan - Dec), 2017",10.48346,1.99971864603822,212.472121299461,0.84761644334207819666
235,India,1,Jammu And Kashmir,4,Doda,6983,Kastigarh,2018,"Calendar Year (Jan - Dec), 2018",22.7221656214817,3.02367016233016,284.515411168574,0.49589913076194818924
236,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2016,"Calendar Year (Jan - Dec), 2016",215.03,34.375,2973.69,4
237,India,1,Jammu And Kashmir,4,Doda,6984,Khellani,2018,"Calendar Year (Jan - Dec), 2018",79.42,15.695,992.83,2
238,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2011,"Calendar Year (Jan - Dec), 2011",16.0598545444195,16.6582007883194,949.534736272807,1.42754262617061854202
239,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2012,"Calendar Year (Jan - Dec), 2012",16.7165241524579,6.43014071061539,278.727697759813,0.95169508411374569468
240,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2016,"Calendar Year (Jan - Dec), 2016",0,17.4,1122.16,1
241,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2017,"Calendar Year (Jan - Dec), 2017",112.04,15,976.08,1
242,India,1,Jammu And Kashmir,4,Doda,6985,Chiralla,2018,"Calendar Year (Jan - Dec), 2018",107.45,17.4,795.29,1
243,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2011,"Calendar Year (Jan - Dec), 2011",40,57.624,3520.65,3
244,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2012,"Calendar Year (Jan - Dec), 2012",55.67,9,927.88,1
245,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2016,"Calendar Year (Jan - Dec), 2016",0,3,297.29,1
246,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2017,"Calendar Year (Jan - Dec), 2017",175.84,27.375,1795.72,2
247,India,1,Jammu And Kashmir,4,Doda,6986,Kahara,2018,"Calendar Year (Jan - Dec), 2018",164.48,20.3,1003.12,2
248,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2011,"Calendar Year (Jan - Dec), 2011",0,10.45,650.59,1
249,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2012,"Calendar Year (Jan - Dec), 2012",84.81,36.33,1413.48,3
250,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2016,"Calendar Year (Jan - Dec), 2016",28.62,6,357.78,1
251,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2017,"Calendar Year (Jan - Dec), 2017",119.57,18.77,1494.71,2
252,India,1,Jammu And Kashmir,4,Doda,6987,Bhalla,2018,"Calendar Year (Jan - Dec), 2018",181.71,26.2,2271.52,2
253,India,1,Jammu And Kashmir,4,Doda,6988,Dali Udhyanpur,2011,"Calendar Year (Jan - Dec), 2011",44.13,28.52,1106.38,4
254,India,1,Jammu And Kashmir,4,Doda,6988,Dali Udhyanpur,2012,"Calendar Year (Jan - Dec), 2012",16.93,6.65,282.09,1
255,India,1,Jammu And Kashmir,4,Doda,6988,Dali Udhyanpur,2016,"Calendar Year (Jan - Dec), 2016",139.13,26,1739.37,3
256,India,1,Jammu And Kashmir,4,Doda,6988,Dali Udhyanpur,2018,"Calendar Year (Jan - Dec), 2018",30.3628969658506,6.97944604600252,379.525211023507,0.55005248126540874362
257,India,1,Jammu And Kashmir,4,Doda,6989,Changa,2011,"Calendar Year (Jan - Dec), 2011",19.7,30.198,1872.47,5
258,India,1,Jammu And Kashmir,4,Doda,6989,Changa,2012,"Calendar Year (Jan - Dec), 2012",140.56,18.32,2342.64,2
259,India,1,Jammu And Kashmir,4,Doda,6989,Changa,2016,"Calendar Year (Jan - Dec), 2016",0,2.3,228.98,1
260,India,1,Jammu And Kashmir,4,Doda,6989,Changa,2017,"Calendar Year (Jan - Dec), 2017",201.58,28.575,1783.85,3
261,India,1,Jammu And Kashmir,4,Doda,6989,Changa,2018,"Calendar Year (Jan - Dec), 2018",181.16,24.65,1669.54,5
262,India,1,Jammu And Kashmir,4,Doda,6990,Jakyas,2011,"Calendar Year (Jan - Dec), 2011",22.18,19.435,1547.85,3
263,India,1,Jammu And Kashmir,4,Doda,6990,Jakyas,2016,"Calendar Year (Jan - Dec), 2016",0,4.92949113997305,460.670871049444,0.61482215615020372206
264,India,1,Jammu And Kashmir,4,Doda,6990,Jakyas,2018,"Calendar Year (Jan - Dec), 2018",57.4582046030173,7.2683681947736,408.463247659949,1.53705539037550930515
265,India,1,Jammu And Kashmir,4,Doda,6991,Chilli Pingal,2011,"Calendar Year (Jan - Dec), 2011",15.001416987312,5.81845474724029,330.574844023277,1.16500779088625306070
266,India,1,Jammu And Kashmir,4,Doda,6991,Chilli Pingal,2012,"Calendar Year (Jan - Dec), 2012",54.07,6.5,901.24,1
267,India,1,Jammu And Kashmir,4,Doda,6991,Chilli Pingal,2016,"Calendar Year (Jan - Dec), 2016",0,3.5344574896702,403.045757075212,0.53791432661601145248
268,India,1,Jammu And Kashmir,4,Doda,6991,Chilli Pingal,2018,"Calendar Year (Jan - Dec), 2018",50.2707833938994,5.21143819397121,357.368762030613,1.34478581654002863120
269,India,1,Jammu And Kashmir,5,Jammu,56,Akhnoor,2011,"Calendar Year (Jan - Dec), 2011",18,10.2,300.06,2
270,India,1,Jammu And Kashmir,5,Jammu,56,Akhnoor,2016,"Calendar Year (Jan - Dec), 2016",29.57,10,369.6,1
271,India,1,Jammu And Kashmir,5,Jammu,56,Akhnoor,2018,"Calendar Year (Jan - Dec), 2018",52.09,10.575,651.18,2
272,India,1,Jammu And Kashmir,5,Jammu,57,Bhalwal,2011,"Calendar Year (Jan - Dec), 2011",11.28,7.4,187.96,2
273,India,1,Jammu And Kashmir,5,Jammu,57,Bhalwal,2016,"Calendar Year (Jan - Dec), 2016",21.37,14.4,981.34,4
274,India,1,Jammu And Kashmir,5,Jammu,57,Bhalwal,2018,"Calendar Year (Jan - Dec), 2018",30.823008367956,6.72857235794257,385.321711627363,1.94897302358242144070
275,India,1,Jammu And Kashmir,5,Jammu,58,Bishnah,2018,"Calendar Year (Jan - Dec), 2018",32.0631852679484,10.852947156165,401.10124429426,3.71854859587687863636
276,India,1,Jammu And Kashmir,5,Jammu,59,Dansal,2011,"Calendar Year (Jan - Dec), 2011",13.48,7.73,224.54,2
277,India,1,Jammu And Kashmir,5,Jammu,59,Dansal,2016,"Calendar Year (Jan - Dec), 2016",27.4,8.85,592.49,2
278,India,1,Jammu And Kashmir,5,Jammu,59,Dansal,2018,"Calendar Year (Jan - Dec), 2018",74.8217003955353,10.0522583022123,1043.87270535327,2.28658701777199826615
279,India,1,Jammu And Kashmir,5,Jammu,60,Khour,2011,"Calendar Year (Jan - Dec), 2011",16.9019121191521,6.53058056690223,270.205465978617,2.59762993634509610037
280,India,1,Jammu And Kashmir,5,Jammu,60,Khour,2018,"Calendar Year (Jan - Dec), 2018",20.314986000672,3.00713439134858,483.284660096315,1.39478105050957554038
281,India,1,Jammu And Kashmir,5,Jammu,61,Marh,2011,"Calendar Year (Jan - Dec), 2011",2.05318599807906,1.04617088660691,34.1121089418679,0.76898351987979877707
282,India,1,Jammu And Kashmir,5,Jammu,61,Marh,2018,"Calendar Year (Jan - Dec), 2018",57.9496926621244,9.6823838655509,721.52718396157,2.97279545120337238371
283,India,1,Jammu And Kashmir,5,Jammu,63,R.S.Pura,2018,"Calendar Year (Jan - Dec), 2018",5.50919377541445,0.90248515527743,68.9889060056303,1.07812011260556771974
284,India,1,Jammu And Kashmir,5,Jammu,6862,Arnia,2018,"Calendar Year (Jan - Dec), 2018",24.43,8,300.56,1
285,India,1,Jammu And Kashmir,5,Jammu,6863,Bhalwal Brahmana,2011,"Calendar Year (Jan - Dec), 2011",21.8,11.375,363.19,2
286,India,1,Jammu And Kashmir,5,Jammu,6863,Bhalwal Brahmana,2016,"Calendar Year (Jan - Dec), 2016",85.62,19.725,1457.05,2
287,India,1,Jammu And Kashmir,5,Jammu,6863,Bhalwal Brahmana,2018,"Calendar Year (Jan - Dec), 2018",68.76,14.325,859.75,3
288,India,1,Jammu And Kashmir,5,Jammu,6864,Maira Mandrian,2011,"Calendar Year (Jan - Dec), 2011",21.3,11.975,354.89,3
289,India,1,Jammu And Kashmir,5,Jammu,6864,Maira Mandrian,2016,"Calendar Year (Jan - Dec), 2016",130.13,22.935,2030.67,4
290,India,1,Jammu And Kashmir,5,Jammu,6864,Maira Mandrian,2018,"Calendar Year (Jan - Dec), 2018",97.12,13.32,1214.2,4
291,India,1,Jammu And Kashmir,5,Jammu,6865,Chowki Choura,2011,"Calendar Year (Jan - Dec), 2011",7.02,2.85,117.03,1
292,India,1,Jammu And Kashmir,5,Jammu,6865,Chowki Choura,2016,"Calendar Year (Jan - Dec), 2016",33,18,1457.47,2
293,India,1,Jammu And Kashmir,5,Jammu,6865,Chowki Choura,2018,"Calendar Year (Jan - Dec), 2018",38.47,9.85,480.94,1
294,India,1,Jammu And Kashmir,5,Jammu,6866,Samwan,2011,"Calendar Year (Jan - Dec), 2011",2.61808788084791,3.01941943309777,41.8545340213831,0.40237006365490389963
295,India,1,Jammu And Kashmir,5,Jammu,6866,Samwan,2018,"Calendar Year (Jan - Dec), 2018",3.14676932840557,1.39035112210269,74.8602704047983,0.21605007404089048170
296,India,1,Jammu And Kashmir,5,Jammu,6867,Nagrota,2011,"Calendar Year (Jan - Dec), 2011",11.78,2.7,84.57,1
297,India,1,Jammu And Kashmir,5,Jammu,6867,Nagrota,2016,"Calendar Year (Jan - Dec), 2016",46.48,6.325,580.94,1
298,India,1,Jammu And Kashmir,5,Jammu,6867,Nagrota,2018,"Calendar Year (Jan - Dec), 2018",90.1255985743843,18.1617854742943,1255.41839905779,2.79164450744220790944
299,India,1,Jammu And Kashmir,5,Jammu,6868,Mandal Phallain,2011,"Calendar Year (Jan - Dec), 2011",0.616814001920937,0.503829113393094,10.2478910581321,0.23101648012020122293
300,India,1,Jammu And Kashmir,5,Jammu,6868,Mandal Phallain,2016,"Calendar Year (Jan - Dec), 2016",0,3.5,179.37,1
301,India,1,Jammu And Kashmir,5,Jammu,6868,Mandal Phallain,2018,"Calendar Year (Jan - Dec), 2018",41.08,9.55,513.62,3
302,India,1,Jammu And Kashmir,5,Jammu,6979,Kharah Balli,2011,"Calendar Year (Jan - Dec), 2011",14.84,6.93,247.25,2
303,India,1,Jammu And Kashmir,5,Jammu,6979,Kharah Balli,2016,"Calendar Year (Jan - Dec), 2016",0,23.625,2260.13,2
304,India,1,Jammu And Kashmir,5,Jammu,6979,Kharah Balli,2018,"Calendar Year (Jan - Dec), 2018",93.12,23.625,1164.13,2
305,India,1,Jammu And Kashmir,5,Jammu,6980,Pragwal,2011,"Calendar Year (Jan - Dec), 2011",4.33,2.5,72.28,1
306,India,1,Jammu And Kashmir,5,Jammu,6980,Pragwal,2018,"Calendar Year (Jan - Dec), 2018",5.66824467092246,1.35251448654874,134.845069498886,0.38916887544953397792
307,India,1,Jammu And Kashmir,5,Jammu,6981,Mathwar,2011,"Calendar Year (Jan - Dec), 2011",35.55,16.75,449.72,3
308,India,1,Jammu And Kashmir,5,Jammu,6981,Mathwar,2016,"Calendar Year (Jan - Dec), 2016",82.47,19.625,1907.46,3
309,India,1,Jammu And Kashmir,5,Jammu,6981,Mathwar,2018,"Calendar Year (Jan - Dec), 2018",37.6,9.225,470.09,2
310,India,1,Jammu And Kashmir,5,Jammu,6982,Suchetgarh,2018,"Calendar Year (Jan - Dec), 2018",7.13762095663716,2.24456768855762,89.3498497001102,1.20333129151755364390
311,India,1,Jammu And Kashmir,5,Jammu,7037,Miran Sahib,2018,"Calendar Year (Jan - Dec), 2018",18.64,4,233.07,2
312,India,1,Jammu And Kashmir,7,Kathua,74,Bani,2012,"Calendar Year (Jan - Dec), 2012",5.73,3,95.54,1
313,India,1,Jammu And Kashmir,7,Kathua,74,Bani,2016,"Calendar Year (Jan - Dec), 2016",0,15.326,924.94,1
314,India,1,Jammu And Kashmir,7,Kathua,74,Bani,2017,"Calendar Year (Jan - Dec), 2017",0,9,641.36,1
315,India,1,Jammu And Kashmir,7,Kathua,74,Bani,2018,"Calendar Year (Jan - Dec), 2018",116.1,24.326,2154.66,10
316,India,1,Jammu And Kashmir,7,Kathua,75,Barnoti,2011,"Calendar Year (Jan - Dec), 2011",0.159644597587989,0.0535434578300669,1.37526298301747,0.02089588973664779720
317,India,1,Jammu And Kashmir,7,Kathua,75,Barnoti,2012,"Calendar Year (Jan - Dec), 2012",0.147502405784286,0.167871308946672,2.45763738978907,0.02208119847070144867
318,India,1,Jammu And Kashmir,7,Kathua,75,Barnoti,2016,"Calendar Year (Jan - Dec), 2016",0,65.631,3990.1,5
319,India,1,Jammu And Kashmir,7,Kathua,75,Barnoti,2017,"Calendar Year (Jan - Dec), 2017",0,0,815.877216147705,5.43793273050584540880
320,India,1,Jammu And Kashmir,7,Kathua,75,Barnoti,2018,"Calendar Year (Jan - Dec), 2018",330.39,78.681,4120.2,6
321,India,1,Jammu And Kashmir,7,Kathua,76,Basohli,2016,"Calendar Year (Jan - Dec), 2016",0,12.9,760.94,2
322,India,1,Jammu And Kashmir,7,Kathua,76,Basohli,2017,"Calendar Year (Jan - Dec), 2017",0,0,168.19,2
323,India,1,Jammu And Kashmir,7,Kathua,76,Basohli,2018,"Calendar Year (Jan - Dec), 2018",57.37,12.9,717.08,2
324,India,1,Jammu And Kashmir,7,Kathua,77,Billawar,2011,"Calendar Year (Jan - Dec), 2011",28.5818572289064,7.96899293286219,229.502693869986,2.17393856085996262376
325,India,1,Jammu And Kashmir,7,Kathua,77,Billawar,2012,"Calendar Year (Jan - Dec), 2012",3.71541452655441,2.57266135228582,61.9654966251749,0.35932442229733179484
326,India,1,Jammu And Kashmir,7,Kathua,77,Billawar,2016,"Calendar Year (Jan - Dec), 2016",0,3.44025854258349,322.02142409657,2.68844067537627015051
327,India,1,Jammu And Kashmir,7,Kathua,77,Billawar,2018,"Calendar Year (Jan - Dec), 2018",61.628021748542,9.2782730390888,864.844480861792,4.48073445896045025085
328,India,1,Jammu And Kashmir,7,Kathua,78,Duggan,2016,"Calendar Year (Jan - Dec), 2016",0,128.613,9348.46,7
