srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2011-12,Chhattisgarh,Bilaspur,Masturi,48.84,40.35,1248.01,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Bilaspur,Takhatpur,32.57,29.43,937.85,13,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Durg,Dhamdha,43.74,36.45,1067.05,13,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Durg,Durg,2.88,2.4,61.75,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Durg,Patan,5.04,4.2,117.59,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Gariaband,Deobhog,37.22,26.43,964.45,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Akaltara,6.84,5.7,238.53,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Baloda,27.09,22.57,848.12,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Bamhnidih,32,26.67,927.1,9,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Dabhara,15.36,12.8,560.39,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Jaijaipur,9.24,7.7,298.38,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Nawagarh,5.16,4.3,171.94,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Pamgarh,19.96,16.63,673.82,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jangir-Champa,Sakti,10.8,9,368.01,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Bagicha,24.84,20.7,941.25,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Duldula,3.48,2.9,90.62,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Farsabahar,40.62,33.85,1186.24,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Kansabel,8.82,7.35,353.4,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Kunkuri,32.77,27.3,983.52,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Manora,42.02,35,1495.66,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Jashpur,Pathalgaon,20,16.7,646.01,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Kawardha,Bodla,132.73,94.21,3965.71,19,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Kawardha,Pandariya,29.85,21.15,940.62,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Korba,Kartala,14.28,11.9,571.63,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Korba,Korba,23.58,19.65,837.66,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Korba,Pali,37.68,31.4,1488.48,9,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Korba,Podiuproda,102.2,85.17,3622.64,15,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Koria,Bharatpur,54.11,38.37,1569.2,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Koria,Manedragarh,8.21,5.82,223.74,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Koria,Sonhat,64.93,46.04,1965.23,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mahasamund,Bagbahara,34.54,20.55,796.36,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mahasamund,Basna,4.5,3.75,103.95,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mahasamund,Mahasamund,28.31,16.85,575.03,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mahasamund,Pithora,43.42,32.95,1051.11,11,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mahasamund,Saraipali,10.14,8.45,256.62,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mungeli,Lormi,9.84,8.2,276.91,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mungeli,Mungeli,36.35,30.41,1025.03,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Mungeli,Pathariya,17.87,14.88,476.9,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Baramkela,62.34,51.93,1574.13,15,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Dharamjaigarh,25.27,21.05,914.23,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Gharghoda,14.88,12.4,461.97,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Lailunga,9.12,7.6,312.88,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Raigarh,1.26,1.05,23,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Sarangarh,42.64,35.52,1134.89,11,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raigarh,Tamnar,40.46,33.7,1464.1,12,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raipur,Abhanpur,5.48,4.57,177.17,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raipur,Dharsiwa,3.84,3.2,116.16,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Chhattisgarh,Raipur,Tilda,13.68,11.4,390.55,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Arvalli,Bhiloda,4.75,4.54,209.98,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Chhotaudepur,Jetpur Pavi,2.02,1.9,53.12,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Chhotaudepur,Kawant,7.71,5.72,467.09,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Dahod,Devgadhbaria,20.52,20.25,672.92,12,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Dahod,Dhanpur,12.35,12.2,383.98,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Dahod,Fatepura,6.19,6.13,177.34,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Dahod,Jhalod,3.68,3.65,143.89,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Dangs,Dangs,9.51,8.19,426.96,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Narmada,Dediapada,49.16,38.1,1270.62,9,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Narmada,Nandod,18.12,17.3,595.51,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Panchmahals,Jambughoda,6.55,7.71,491.85,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Gujarat,Sabarkantha,Khedbrahma,9.58,9.08,337.95,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Bilaspur,Bilaspur Sadar,5.68,12.195,519.42,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Bilaspur,Gehrwin,17.28,6,73.85,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Bilaspur,Ghumarwin,0.67,1.6,22.48,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Bharmour,6.38,8.48,182.93,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Bhattiyat,37.21,49.55,876.03,12,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Chamba,28.79,38.34,796.22,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Mehla,14.86,19.77,478.85,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Pangi,37.03,49.36,1303.92,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Salooni,39.7,52.87,1066.44,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Chamba,Tissa,41.53,55.3,1455.04,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Hamirpur,Bijhri,19.65,2.87,47.13,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Hamirpur,Hamirpur,7.31,1.7,40.18,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Hamirpur,Nadaun,14.73,6.15,170.14,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Hamirpur,Tihra Sujanpur,13.7,1.5,40.4,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Bhawarna,2.71,1.54,43.81,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Dehra Gopipur,21.45,13.325,371.83,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Fatehpur,36.07,16.43,411.94,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Indora,12.21,5.24,132.45,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Kangra,18.09,7.845,387.24,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Lamba Gaon,5.69,4.18,83.22,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Nagrota Surian,44.59,17.14,668.29,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Nurpur,5.32,3.9,184.64,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Pragpur,91.14,24.11,695.81,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Rait,30.22,13.22,1333.78,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kangra,Sullah (Bhedu Mahadev),2.06,1.51,33.99,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kullu,Anni,39.43,36.16,844.11,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kullu,Banjar,46.82,26.68,1080.28,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kullu,Kullu,75.92,43.242,1327.23,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kullu,Naggar,51.89,29.54,1160.43,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Kullu,Nirmand,38.03,38.78,1073.89,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Mandi,Chauntra,19.22,10.28,229.39,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Mandi,Dharampur,33.63,33.21,516.65,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Mandi,Mandi Sadar,24.92,11.51,279.56,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Mandi,Sunder Nagar,0,3,97.03,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Shimla,Basantpur,13.13,12,257.88,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Shimla,Mashobra,144.34,87.47,2110.62,10,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Shimla,Rampur,4.07,4,115.33,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Shimla,Rohru,23.5,24.5,721.84,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Shimla,Theog,19.43,17.77,288.81,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Sirmaur,Nahan,6.01,5.5,179.22,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Sirmaur,Paonta Sahib,34.35,25.52,717.3,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Solan,Dharampur,40.95,12.3,233.57,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Solan,Kandaghat,11.58,10,210.13,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Solan,Kunihar,59.67,17.51,309.87,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Solan,Nalagarh,1,6.71,226.57,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Solan,Solan,20.97,6.72,83.56,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Una,Dhundla,8.48,8.51,238,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Himachal Pradesh,Una,Una,5.65,5.63,140.01,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Achabal,13.42,4.7,192.14,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Anantnag,19.13,5.25,273.23,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Breng,17.73,5.5,253.13,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Chathergul,15.4,5.65,237.41,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Dachnipora,75.2,19.5,1065.33,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Khovripora,22.83,5.4,669.79,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Larnoo,105.48,31.8,1506.69,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Pahalgam,73.3,18.5,1047.08,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Qazigund,18.14,9.55,451.03,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Sagam,23.62,7,337.31,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Shangus,12.03,3.75,171.9,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Anantnag,Verinag,21.45,5.5,309.25,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Aloosa,51.93,15.1,865.73,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Arin,71.35,22.2,1189.41,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Bandipora,17,5.6,283.49,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Hajin,19.79,7.7,329.77,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Naidkhay,7.29,3,121.64,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Bandipora,Tulail,22.33,6.7,372.14,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Boniyar,107.04,48.03,2912.34,9,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Noorkah,0,8,570.09,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Paranpeela,0,5,554.76,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Pattan,3.25,1,146.1,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Uri,64.8,35.97,1298.67,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Baramula,Zainageer,27.75,14.15,576.12,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Beerwa,40.31,14.02,576.04,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Budgam,35.73,11.86,510.67,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Chadoora,16.58,4.7,236.95,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Khag,60.24,17.52,849.95,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Khan Sahib,15.47,5,221,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Nagam,55.11,15.52,787.14,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Narbal,19.08,5.5,272.45,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,S K Pora,13.37,4.5,190.69,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Sukhnag Hard Panzoo,11.3,3,161.51,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Budgam,Surasyar,7.65,2.42,109.28,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Assar,0,14.1,1051.09,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Bhaderwah,22.57,9.25,384.93,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Bhagwa,21.6,6,339.26,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Bhalla,0,10.45,650.59,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Changa,19.7,30.198,1872.47,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Dali Udhyanpur,44.13,28.52,1106.38,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Doda,67.28,31.8,1093.09,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Gandoh,38.63,18.254,851.26,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Jakyas,22.18,19.435,1547.85,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Kahara,40,57.624,3520.65,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Kastigarh,8.94,16.32,669.01,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Doda,Thathri,33.75,33.225,1995.46,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ganderbal,Ganderbal,47.89,19.8,957.84,12,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ganderbal,Gund,0,2.5,221.91,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ganderbal,Kangan,37.52,17.2,806.53,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ganderbal,Lar,23.44,9.75,468.4,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Akhnoor,18,10.2,300.06,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Bhalwal,11.28,7.4,187.96,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Bhalwal Brahmana,21.8,11.375,363.19,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Chowki Choura,7.02,2.85,117.03,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Dansal,13.48,7.73,224.54,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Kharah Balli,14.84,6.93,247.25,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Khour,19.52,9.55,312.06,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Maira Mandrian,21.3,11.975,354.89,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Marh,2.67,1.55,44.36,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Mathwar,35.55,16.75,449.72,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Nagrota,11.78,2.7,84.57,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Jammu,Pragwal,4.33,2.5,72.28,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kathua,Billawar,52.59,14,422.28,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kathua,Hiranagar,2.69,1.97,44.93,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kathua,Kathua,15.28,5.25,131.63,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kathua,Lohi Malhar,11.65,2.725,138.38,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kathua,Nagrota Gujroo,85.19,25.44,785.22,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kishtwar,Bunjwah,32.17,31,1923.06,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kishtwar,Drabshalla,18.1,20,1268.41,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kishtwar,Inderwal,0,9.65,628.74,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kishtwar,Warwan,0,11.4,427.15,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kulgam,Damhal Hanji Pora,58.67,29.95,1723.96,14,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kulgam,Manzgam,10.39,1.5,119.66,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kulgam,Pahloo,4.07,2,84.55,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Kalaroos,8.44,3.6,760.31,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Langate,0,0,404.13,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Mawar Kalamabad,0,3.5,257.89,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Rajwar,0,2,107.88,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Teetwal,0,6,637.32,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Kupwara,Vawoora,0,0,111.63,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Bufliaz,4.44,2,74.04,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Mandi,25.51,11,425.05,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Mankote,0,10,771.96,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Mendhar,0,6,395.85,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Poonch,35.63,16,593.91,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Poonch,Surankote,162.47,70,2707.66,14,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Pulwama,Kakapora,10.76,5.25,181.68,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Pulwama,Pampore,4.44,2.15,75.56,2,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Pulwama,Pulwama,6.27,3.25,155.24,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Pulwama,Tral,20.84,11.55,347.44,4,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Budhal,327.68,112,6061.62,19,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Darhal,142.61,59,2376.32,9,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Doongi,0,5,235.39,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Kalakote,81.54,35,1361.9,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Manjakote,20.21,31,1511.96,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Nowshera,32.4,17.82,672.26,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Rajouri,48.8,30.8,1049.47,6,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Rajouri,Sunderbani,34.65,24.5,1228.49,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ramban,Banihal,12.04,4,200.56,1,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ramban,Gool,152.18,42.1,2027.85,7,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ramban,Ramban,52.78,42.55,3129.39,11,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Ramban,Ramsu,0,9.261,1039.98,3,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Reasi,Arnas,106.14,52.4,2126.37,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Reasi,Mahore,86.34,44.075,2521.33,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Reasi,Pouni,19.52,23.63,1104.05,5,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Reasi,Reasi,72.8,35.06,1363.29,8,2011,"Calendar Year (Jan - Dec), 2011"
2011-12,Jammu And Kashmir,Samba,Purmandal,41.16,24.17,686.28,5,2011,"Calendar Year (Jan - Dec), 2011"
